年,月,日,時,水戸石川一般環境大気測定局,独立行政法人国立環境研究所,日立市消防本部,宇都宮市中央生涯学習センター,栃木県庁那須庁舎,日光市役所第４庁舎,群馬県衛生環境研究所,館林保健福祉事務所,さいたま市役所,飯能市役所,熊谷市保健センター,東邦大学,千葉県環境研究センター,印旛健康福祉センター成田支所,君津市糠田測定局,東京都多摩小平保健所,独立行政法人森林総研多摩森林科学園,神奈川県庁第二分庁舎,川崎生命科学・環境研究センター,神奈川県環境科学センター
2018,5,14,13,28,28,12,20,0,16,69,127,16,20,4,8,0,16,0,16,4,0,4,16
2018,5,14,14,28,53,16,16,0,24,65,110,4,41,12,12,24,24,4,28,45,4,36,16
2018,5,14,15,28,28,73,32,12,36,53,110,16,20,4,0,65,45,0,24,57,12,36,28
2018,5,14,16,8,65,32,28,4,12,49,139,4,49,4,0,28,28,4,16,61,24,16,32
2018,5,14,17,8,12,86,12,4,4,36,69,16,53,0,8,28,53,0,12,28,24,20,16
2018,5,14,18,4,49,61,24,0,4,41,41,16,32,0,28,32,82,0,8,12,16,24,53
2018,5,14,19,16,49,77,16,8,0,49,28,8,45,8,12,41,49,41,12,41,16,4,45
2018,5,14,20,28,77,41,12,16,12,28,57,28,20,12,20,16,49,20,16,45,0,16,41
2018,5,14,21,16,65,28,8,4,16,20,32,24,12,12,8,16,57,4,4,4,16,12,24
2018,5,14,22,41,69,24,8,8,20,8,20,28,12,8,12,4,32,4,24,16,12,12,16
2018,5,14,23,16,65,36,32,0,8,16,16,8,12,8,0,4,16,4,24,8,20,4,41
2018,5,14,24,20,41,32,36,4,8,12,12,20,4,4,0,24,4,0,12,0,12,8,36
2018,5,15,1,8,45,32,8,0,0,8,0,8,8,0,0,8,8,0,16,8,8,8,24
2018,5,15,2,24,24,20,12,0,28,16,4,36,4,20,0,8,0,8,8,4,4,4,41
2018,5,15,3,4,28,16,8,4,4,8,0,16,0,16,12,8,0,0,0,12,12,20,24
2018,5,15,4,16,24,12,20,4,16,16,4,28,8,16,4,16,4,0,16,8,8,28,32
2018,5,15,5,16,32,12,20,12,8,24,0,12,0,12,4,12,4,0,32,8,4,24,41
2018,5,15,6,16,32,4,32,0,0,20,4,36,4,8,0,20,0,0,12,8,12,24,32
2018,5,15,7,8,28,41,32,4,20,41,12,12,20,49,0,8,36,4,16,4,20,20,24
2018,5,15,8,20,45,41,20,0,20,82,12,32,4,0,16,24,41,8,16,20,12,8,45
2018,5,15,9,8,41,16,28,0,4,32,12,36,45,24,4,16,28,0,12,16,8,20,16
2018,5,15,10,4,28,24,20,0,8,45,24,32,20,45,4,20,57,4,12,24,8,12,49
2018,5,15,11,8,49,0,41,8,16,53,106,32,16,28,0,16,16,0,8,28,16,20,20
2018,5,15,12,20,36,24,16,0,8,57,8,24,16,24,4,12,28,8,20,28,8,8,24
2018,5,15,13,20,24,16,24,4,4,45,0,12,4,20,8,20,41,8,12,20,16,16,16
2018,5,15,14,4,45,4,24,4,12,36,28,12,12,8,12,24,8,0,16,4,0,24,28
2018,5,15,15,8,32,36,24,0,0,45,20,8,4,12,4,16,28,4,8,12,12,16,12
2018,5,15,16,12,28,49,45,0,16,36,12,28,12,24,8,24,0,4,16,12,20,12,20
2018,5,15,17,4,57,28,20,4,4,65,20,12,16,45,8,12,32,8,4,24,0,12,12
2018,5,15,18,4,16,41,12,0,4,36,16,8,24,32,0,16,28,4,4,20,8,16,8
2018,5,15,19,24,24,12,24,8,4,57,8,12,16,20,0,8,28,4,8,28,0,,4
2018,5,15,20,4,20,24,4,8,24,77,16,0,65,36,0,4,36,8,4,24,4,4,16
2018,5,15,21,4,16,20,45,4,16,73,16,8,12,45,0,12,12,0,4,16,8,0,4
2018,5,15,22,12,8,32,12,4,4,24,20,12,8,12,8,8,20,16,4,49,0,8,0
2018,5,15,23,4,8,24,32,8,32,16,8,12,0,16,0,8,12,8,0,28,4,4,4
2018,5,15,24,12,12,24,28,0,49,49,12,8,8,4,4,8,16,0,0,0,12,0,8
2018,5,16,1,24,24,12,16,0,36,53,16,8,8,12,4,4,20,0,0,0,4,4,8
2018,5,16,2,8,16,8,24,0,36,77,8,24,12,20,0,8,8,4,8,4,0,8,4
2018,5,16,3,4,4,0,12,0,41,32,16,12,0,20,0,0,12,0,8,0,4,0,8
2018,5,16,4,12,8,0,16,4,28,20,8,4,4,45,0,12,16,8,4,0,4,0,8
2018,5,16,5,0,20,4,8,0,28,12,8,8,16,20,0,8,4,4,8,4,0,0,8
2018,5,16,6,4,12,36,20,0,53,57,4,20,0,28,0,12,8,4,4,4,8,4,12
2018,5,16,7,12,36,82,20,4,86,45,53,4,36,41,0,0,24,0,4,32,0,,12
2018,5,16,8,16,32,49,49,4,53,139,28,94,36,36,8,12,53,28,12,41,8,8,8
2018,5,16,9,8,20,82,49,8,16,180,28,12,49,28,4,8,41,8,8,36,8,12,12
2018,5,16,10,12,24,57,65,4,16,98,32,16,20,41,0,20,24,8,8,24,8,4,20
2018,5,16,11,20,16,57,24,4,0,106,24,12,20,28,0,16,8,0,0,20,16,8,16
2018,5,16,12,4,36,49,32,8,12,86,16,8,20,28,0,16,28,0,4,32,4,8,36
2018,5,16,13,4,45,53,24,0,24,114,16,12,4,16,0,8,12,0,4,32,12,0,28
2018,5,16,14,8,24,41,16,12,16,69,28,20,20,24,4,20,36,0,8,20,4,12,32
2018,5,16,15,4,45,32,41,4,12,45,16,12,12,12,8,4,45,8,4,32,16,4,16
2018,5,16,16,8,32,20,12,0,4,36,0,12,8,4,4,12,28,16,8,12,0,8,0
2018,5,16,17,0,36,41,12,4,16,94,20,16,16,24,4,16,41,12,4,41,8,12,8
2018,5,16,18,4,16,53,36,0,8,65,24,8,8,20,4,24,20,12,0,28,4,16,8
2018,5,16,19,16,12,24,8,8,4,65,20,8,20,16,4,4,28,4,0,24,0,4,16
2018,5,16,20,4,16,12,32,4,24,57,16,4,16,16,4,0,28,24,0,12,4,8,4
2018,5,16,21,0,12,20,20,0,8,77,8,4,16,4,0,4,24,0,8,0,0,12,4
2018,5,16,22,0,4,16,4,0,20,16,20,8,12,12,0,4,4,4,4,4,0,4,16
2018,5,16,23,4,8,24,24,0,28,45,0,0,24,12,0,8,0,8,4,0,4,0,8
2018,5,16,24,4,0,16,4,4,28,24,8,4,4,4,0,0,4,4,4,4,0,8,8
2018,5,17,1,0,0,4,4,16,20,12,0,4,4,4,0,8,12,4,4,4,0,0,16
2018,5,17,2,0,0,8,0,12,28,45,8,8,4,12,0,0,16,4,0,4,0,4,4
2018,5,17,3,4,4,8,4,0,16,20,8,4,24,4,0,8,0,4,0,0,0,0,4
2018,5,17,4,4,4,0,0,0,41,32,16,8,12,32,0,12,45,0,16,0,0,0,0
2018,5,17,5,8,20,4,0,8,49,12,4,0,32,24,0,8,12,0,12,0,0,8,0
2018,5,17,6,0,12,0,8,4,45,12,8,8,28,24,0,0,8,0,12,0,4,0,16
2018,5,17,7,12,8,36,8,0,168,4,36,8,12,41,0,0,20,0,24,8,4,8,4
2018,5,17,8,0,24,127,12,16,32,28,151,20,32,57,4,0,36,0,28,16,4,8,16
2018,5,17,9,4,32,94,12,0,32,209,114,24,41,61,0,4,36,4,8,45,4,8,8
2018,5,17,10,4,45,86,61,0,69,151,61,28,53,57,16,8,32,0,0,36,0,24,16
2018,5,17,11,4,36,61,61,0,36,229,57,8,28,36,4,0,16,0,16,41,0,8,32
2018,5,17,12,4,28,53,45,102,57,200,61,12,45,49,0,4,49,12,8,20,0,20,12
2018,5,17,13,8,16,73,32,245,24,69,106,16,65,73,0,8,12,4,16,24,4,12,12
2018,5,17,14,16,61,73,53,192,41,164,49,16,69,65,4,4,12,0,8,36,0,8,32
2018,5,17,15,0,20,45,32,16,0,151,32,16,16,49,0,45,57,4,0,86,8,,36
2018,5,17,16,0,32,86,86,16,8,155,73,8,20,69,4,20,16,0,4,8,0,8,28
2018,5,17,17,8,32,69,53,8,28,159,73,20,16,131,4,12,24,4,12,24,4,4,45
2018,5,17,18,8,36,36,45,12,12,172,20,36,20,106,8,12,28,8,8,4,12,12,24
2018,5,17,19,8,24,36,36,4,32,164,77,8,36,57,0,0,41,4,4,12,12,12,24
2018,5,17,20,4,16,16,36,4,4,98,41,8,28,16,0,8,12,0,4,16,4,4,0
2018,5,17,21,8,24,8,45,4,8,90,45,4,8,24,0,8,4,0,12,0,4,4,8
2018,5,17,22,8,20,0,24,16,12,53,20,16,20,24,4,4,16,0,12,0,0,4,16
2018,5,17,23,4,12,4,32,0,0,49,16,8,4,28,8,0,4,0,4,0,8,0,32
2018,5,17,24,4,8,0,20,12,12,65,24,16,12,20,0,20,12,0,0,0,4,8,45
2018,5,18,1,4,12,0,8,4,0,12,16,12,12,45,0,0,41,0,8,0,8,0,24
2018,5,18,2,12,16,0,8,0,16,4,16,0,20,28,0,8,20,0,32,4,4,4,32
2018,5,18,3,4,16,4,8,0,20,12,12,0,12,32,0,4,16,0,12,0,8,0,16
2018,5,18,4,8,12,0,8,0,8,28,4,8,12,32,0,8,8,0,4,8,0,4,12
2018,5,18,5,4,4,0,4,0,8,53,8,0,12,16,0,4,8,0,4,0,12,8,16
2018,5,18,6,8,8,0,8,4,12,4,12,4,24,16,8,20,12,0,12,4,4,8,32
2018,5,18,7,4,20,8,16,0,16,32,53,4,24,32,8,8,0,4,12,24,12,20,86
2018,5,18,8,8,36,41,24,4,24,53,82,8,24,28,4,20,0,4,8,12,8,24,49
2018,5,18,9,0,20,12,49,41,8,77,36,4,41,32,0,16,8,8,16,16,4,16,69
2018,5,18,10,0,16,24,28,12,32,192,24,20,24,16,0,12,12,8,12,12,4,12,12
2018,5,18,11,0,16,4,16,8,49,94,16,4,32,41,4,24,12,12,28,20,0,0,8
2018,5,18,12,8,24,4,16,0,24,65,12,4,24,32,8,36,4,0,20,28,4,8,16
2018,5,18,13,0,12,16,4,20,16,45,57,4,12,28,0,12,4,0,4,4,4,4,8
2018,5,18,14,0,4,20,32,24,20,69,16,16,16,16,4,8,20,4,4,12,0,8,32
2018,5,18,15,0,16,8,49,16,28,61,12,4,41,28,12,12,12,0,8,20,16,4,20
2018,5,18,16,0,12,12,12,12,32,213,16,4,28,45,0,8,0,0,0,16,8,4,8
2018,5,18,17,0,0,4,16,0,0,57,8,8,20,12,4,4,4,0,4,24,0,8,4
2018,5,18,18,0,4,0,0,8,4,41,16,0,8,4,4,20,4,4,0,8,0,4,8
2018,5,18,19,0,4,0,16,0,0,122,4,0,12,8,0,4,0,0,4,8,4,0,0
2018,5,18,20,4,0,0,8,0,4,4,8,0,4,4,4,16,4,0,0,16,12,4,8
2018,5,18,21,0,4,4,4,0,0,0,8,8,4,4,4,0,0,0,8,4,0,0,4
2018,5,18,22,0,4,0,12,0,0,8,8,8,4,0,0,0,0,0,8,0,0,0,0
2018,5,18,23,0,0,0,4,0,0,16,16,4,4,12,0,4,0,0,4,36,0,0,32
2018,5,18,24,0,0,0,0,4,0,16,4,0,4,8,0,4,0,0,4,8,4,0,0
2018,5,19,1,4,8,0,0,0,0,0,4,0,8,0,0,0,4,0,4,24,4,0,0
2018,5,19,2,4,4,0,0,0,0,4,0,0,12,4,0,4,4,0,4,4,0,4,0
2018,5,19,3,20,8,0,4,0,0,0,0,8,0,4,0,8,0,0,8,4,0,4,0
2018,5,19,4,24,32,0,0,0,4,0,0,4,0,4,0,4,0,0,4,4,0,0,0
2018,5,19,5,28,20,8,0,0,0,4,0,4,4,0,0,4,0,0,12,4,4,4,0
2018,5,19,6,41,20,0,12,12,0,16,4,4,8,0,0,4,8,0,8,20,0,0,8
2018,5,19,7,32,24,0,0,0,77,8,4,8,0,8,0,4,0,0,4,4,0,0,0
2018,5,19,8,16,16,0,12,4,16,4,0,12,16,8,4,0,4,0,8,323,4,0,0
2018,5,19,9,4,24,4,12,12,16,36,20,28,32,20,36,8,8,0,24,16,8,0,24
2018,5,19,10,8,12,4,32,8,4,82,20,20,36,8,4,4,8,0,36,16,16,8,20
2018,5,19,11,20,16,16,28,8,16,122,36,16,36,0,12,16,8,0,8,36,45,8,53
2018,5,19,12,20,8,8,28,4,16,397,188,32,41,20,0,45,0,8,20,32,4,12,20
2018,5,19,13,12,4,32,49,12,24,721,266,24,77,4,4,20,16,4,4,82,0,0,49
2018,5,19,14,0,12,28,41,0,12,910,127,8,139,4,4,12,8,12,24,69,12,0,20
2018,5,19,15,8,8,86,24,12,16,1266,172,28,114,4,0,8,12,0,45,45,8,0,20
2018,5,19,16,12,49,53,49,4,12,1393,213,16,184,4,4,16,16,0,24,118,4,0,24
2018,5,19,17,16,16,12,32,4,12,135,127,20,114,24,4,20,28,0,65,102,0,4,41
2018,5,19,18,4,8,41,41,4,16,61,204,28,110,16,0,32,8,0,24,82,8,4,28
2018,5,19,19,12,12,24,8,4,24,32,41,36,69,28,0,24,4,0,16,57,4,8,4
2018,5,19,20,4,28,41,12,0,8,32,86,24,73,16,4,12,16,0,28,61,12,0,77
2018,5,19,21,20,28,20,28,8,20,4,49,20,65,4,0,0,12,0,16,28,16,12,32
2018,5,19,22,8,8,24,8,4,12,12,16,4,24,12,0,4,16,8,12,4,12,12,12
2018,5,19,23,20,12,16,32,8,8,4,20,0,16,8,0,4,4,0,8,12,12,24,16
2018,5,19,24,16,12,8,4,4,16,12,12,4,8,20,0,12,4,4,4,12,28,28,20
2018,5,20,1,12,20,8,8,0,16,20,20,4,16,8,8,8,24,8,0,4,12,20,20
2018,5,20,2,8,20,12,4,0,16,4,12,8,16,0,0,8,8,0,8,4,8,16,16
2018,5,20,3,8,28,4,16,4,8,8,0,0,8,4,0,12,4,0,0,0,4,8,12
2018,5,20,4,0,12,0,4,4,4,12,4,0,8,0,0,20,20,4,0,8,4,4,4
2018,5,20,5,0,16,0,8,0,12,0,20,4,0,4,0,16,4,0,4,4,0,8,24
2018,5,20,6,4,4,12,16,0,12,4,28,4,0,8,0,16,0,0,4,32,8,0,4
2018,5,20,7,0,28,16,28,4,4,16,20,4,24,12,0,4,8,0,8,16,8,8,4
2018,5,20,8,4,8,8,4,0,4,12,12,4,8,12,0,12,8,12,4,28,4,12,28
2018,5,20,9,0,36,20,36,0,0,24,45,8,16,16,0,49,45,0,0,24,12,0,36
2018,5,20,10,4,12,16,16,0,4,192,16,4,16,8,8,24,20,4,4,0,8,0,41
2018,5,20,11,4,8,32,16,4,16,45,49,0,12,12,16,61,20,24,20,24,4,4,24
2018,5,20,12,0,16,12,12,4,20,24,41,8,16,16,12,82,20,4,4,8,8,16,32
2018,5,20,13,0,28,0,12,8,0,12,36,4,32,24,8,53,16,16,4,4,4,4,28
2018,5,20,14,12,20,4,4,0,4,24,86,4,12,16,0,8,4,12,0,20,8,8,24
2018,5,20,15,0,12,4,12,0,0,32,20,4,16,20,12,53,20,0,0,20,4,0,16
2018,5,20,16,4,24,8,4,0,0,16,4,4,41,20,4,28,24,0,4,8,4,4,28
2018,5,20,17,0,16,0,12,0,16,24,90,0,20,8,4,16,8,8,4,4,4,4,20
2018,5,20,18,0,41,12,24,4,4,36,20,8,12,12,4,20,20,0,8,12,8,0,16
2018,5,20,19,8,20,8,24,4,4,28,4,16,20,61,4,4,12,4,8,16,4,4,12
2018,5,20,20,4,0,4,16,8,4,114,0,4,20,12,4,12,20,8,16,0,12,0,12
2018,5,20,21,12,12,12,24,8,12,73,24,0,0,28,0,4,8,0,8,4,4,8,0
2018,5,20,22,0,28,4,8,0,8,12,16,12,8,4,0,20,12,4,4,0,12,12,4
2018,5,20,23,4,20,16,12,4,20,28,12,8,0,16,12,4,0,4,0,0,8,8,0
2018,5,20,24,0,20,4,4,0,0,32,16,8,0,4,4,0,0,0,4,8,0,24,12
2018,5,21,1,12,12,12,12,0,8,28,4,16,0,8,12,8,16,0,4,8,12,12,0
2018,5,21,2,8,4,12,32,0,4,24,4,4,8,4,4,12,0,0,12,4,4,12,0
2018,5,21,3,4,0,24,0,0,12,16,0,12,0,24,0,4,12,0,24,4,0,8,16
2018,5,21,4,8,0,28,4,0,8,24,4,4,0,12,4,8,8,0,8,8,0,4,16
2018,5,21,5,12,8,24,12,4,4,45,0,4,8,12,0,4,8,0,16,4,4,0,20
2018,5,21,6,0,20,0,24,4,16,4,4,12,4,32,8,20,8,0,4,0,8,4,20
2018,5,21,7,32,20,32,16,0,28,28,4,12,0,12,0,16,12,4,32,8,20,20,8
2018,5,21,8,8,36,36,8,8,12,8,32,24,20,0,4,20,24,8,8,4,12,20,24
2018,5,21,9,0,61,45,28,8,12,24,16,20,12,8,8,24,102,12,16,8,12,8,65
2018,5,21,10,12,49,24,28,8,4,32,32,8,12,20,8,36,131,4,20,16,4,16,12
2018,5,21,11,4,32,8,16,4,4,61,151,12,61,24,32,32,45,4,0,28,20,4,16
2018,5,21,12,4,32,16,20,0,12,53,41,12,28,28,20,45,36,12,24,20,4,24,12
2018,5,21,13,8,36,28,49,8,4,32,24,12,12,53,4,24,41,4,4,12,12,8,16
2018,5,21,14,4,45,24,53,4,8,49,28,16,12,32,4,24,61,12,20,32,8,16,24
2018,5,21,15,4,20,61,77,0,4,20,32,24,4,12,12,36,65,4,12,28,4,8,20
2018,5,21,16,12,61,53,20,8,4,53,24,24,4,28,12,28,57,8,8,41,8,4,4
2018,5,21,17,16,57,28,86,8,4,86,12,20,8,24,12,4,69,12,24,24,12,16,12
2018,5,21,18,4,32,57,41,0,8,57,16,12,16,12,12,20,36,4,16,8,4,20,8
2018,5,21,19,12,90,77,65,16,12,49,24,20,49,28,8,20,36,16,4,20,8,0,16
2018,5,21,20,4,73,65,69,8,28,53,41,16,12,24,0,20,53,4,12,16,12,4,0
2018,5,21,21,8,57,86,41,24,4,24,28,4,8,32,0,16,16,0,0,8,4,4,8
2018,5,21,22,28,24,36,57,4,12,28,20,12,8,12,12,36,20,0,0,4,8,8,4
2018,5,21,23,28,41,32,32,8,24,28,20,4,4,45,0,24,20,0,4,0,8,4,16
2018,5,21,24,12,12,36,28,8,8,36,16,8,0,12,12,16,16,4,4,0,12,12,20
2018,5,22,1,20,16,45,16,0,28,28,12,12,8,20,4,4,20,0,0,4,0,8,8
2018,5,22,2,12,24,8,16,4,24,32,4,4,0,24,4,12,20,0,8,8,4,4,20
2018,5,22,3,16,16,12,16,4,20,12,0,12,0,4,0,4,8,0,8,4,8,4,20
2018,5,22,4,0,12,24,20,4,20,24,8,16,0,20,4,8,12,0,16,16,0,8,16
2018,5,22,5,8,12,73,28,4,20,16,4,8,4,16,0,8,8,0,4,4,0,0,32
2018,5,22,6,8,24,61,24,12,12,49,82,12,0,20,0,4,32,0,28,0,16,4,24
2018,5,22,7,8,36,73,28,12,16,41,32,28,16,20,4,24,114,0,32,16,8,32,49
2018,5,22,8,16,65,65,49,12,16,32,36,32,4,28,41,41,110,4,16,28,24,53,45
2018,5,22,9,8,69,57,32,8,32,69,77,49,36,65,24,24,94,4,24,41,20,24,69
2018,5,22,10,4,77,65,65,12,24,114,135,28,53,45,24,32,82,8,32,28,4,32,12
2018,5,22,11,4,61,49,36,16,20,57,36,16,82,57,16,12,86,4,28,41,4,8,57
2018,5,22,12,0,53,49,41,0,24,41,32,32,24,32,8,4,36,12,20,20,8,16,32
2018,5,22,13,4,16,28,45,0,12,41,16,8,12,28,8,16,28,0,16,24,8,20,28
2018,5,22,14,0,32,32,32,8,4,53,8,24,20,36,4,32,28,0,4,16,4,4,24
2018,5,22,15,0,45,45,28,8,8,16,12,28,8,24,12,168,28,0,0,20,8,8,4
2018,5,22,16,0,32,41,28,0,4,61,8,8,12,8,4,8,8,0,8,4,4,20,4
2018,5,22,17,0,20,65,61,4,4,57,20,4,4,20,12,4,20,4,12,8,4,4,0
2018,5,22,18,0,20,0,41,4,4,41,16,8,4,4,8,4,12,16,4,16,4,4,4
2018,5,22,19,4,28,12,16,0,0,57,12,8,28,20,0,4,4,4,0,4,4,4,4
2018,5,22,20,0,12,20,12,8,0,49,12,8,20,4,0,4,4,0,4,8,4,8,8
2018,5,22,21,0,12,0,16,0,8,16,28,8,12,12,0,8,12,4,4,0,4,4,12
2018,5,22,22,0,0,0,28,4,12,32,12,4,0,12,0,4,0,4,4,0,0,0,0
2018,5,22,23,0,0,0,8,0,4,49,12,8,4,4,0,8,0,0,4,4,0,0,0
2018,5,22,24,0,16,4,20,0,8,0,0,0,0,4,4,0,0,0,4,4,0,0,0
2018,5,23,1,4,12,0,8,4,8,4,4,0,0,0,0,4,8,0,0,4,0,0,0
2018,5,23,2,0,4,0,4,0,4,16,4,4,0,8,0,4,0,0,0,0,0,0,0
2018,5,23,3,8,12,4,4,4,8,0,0,4,0,8,0,8,0,0,0,4,0,0,4
2018,5,23,4,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4
2018,5,23,5,0,12,0,0,0,0,8,0,8,0,0,0,4,4,0,0,4,0,0,0
2018,5,23,6,4,16,4,0,0,8,8,0,0,4,0,0,8,0,0,0,0,0,0,4
2018,5,23,7,0,8,16,4,0,0,12,36,4,0,0,0,8,8,0,0,4,0,0,12
2018,5,23,8,0,0,8,20,0,8,12,69,0,4,8,0,12,8,0,16,0,0,0,57
2018,5,23,9,12,8,28,20,0,0,106,53,8,0,8,0,45,12,0,4,4,0,4,28
2018,5,23,10,8,16,20,4,0,0,90,65,20,0,16,8,4,8,0,4,8,8,0,12
2018,5,23,11,0,12,12,12,0,4,94,36,16,8,8,4,12,28,0,0,4,8,4,323
2018,5,23,12,4,8,24,16,0,8,49,8,0,4,4,0,8,8,0,4,0,12,8,69
2018,5,23,13,4,0,8,16,0,4,118,8,4,4,8,0,4,4,0,0,12,4,8,4
2018,5,23,14,8,20,12,16,0,24,168,28,0,0,8,0,4,4,0,0,12,0,0,4
2018,5,23,15,0,16,4,24,8,0,12,12,4,4,12,0,0,0,0,4,4,4,0,4
2018,5,23,16,8,4,24,28,4,0,4,4,0,0,28,0,8,4,0,0,0,0,4,8
2018,5,23,17,0,28,0,4,0,4,4,4,4,4,4,8,16,4,0,0,0,0,0,16
2018,5,23,18,8,8,0,0,0,0,12,12,0,0,4,8,24,0,0,4,4,4,0,8
2018,5,23,19,0,8,4,0,0,0,20,4,0,0,8,4,4,0,0,0,0,4,0,0
2018,5,23,20,0,4,4,12,0,4,12,0,4,0,0,0,0,0,0,0,0,0,0,0
2018,5,23,21,4,12,0,0,0,4,0,4,0,0,0,0,4,0,0,4,0,0,0,4
2018,5,23,22,16,4,0,4,0,8,8,4,0,0,0,0,0,0,0,0,0,0,0,4
2018,5,23,23,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,5,23,24,24,16,0,4,0,0,4,0,0,0,0,4,8,0,0,4,0,0,0,0
2018,5,24,1,28,4,0,0,0,0,0,0,0,0,0,4,4,4,0,8,0,0,0,4
2018,5,24,2,12,12,0,0,8,0,0,4,4,4,0,0,0,4,4,4,4,4,0,0
2018,5,24,3,24,4,4,0,0,0,0,4,4,4,0,0,0,0,4,4,0,0,0,0
2018,5,24,4,4,8,0,4,4,0,4,0,0,4,0,4,4,0,0,0,0,0,0,8
2018,5,24,5,12,0,0,4,0,4,4,0,4,0,0,0,0,0,8,0,0,4,0,4
2018,5,24,6,8,0,0,0,4,0,16,0,4,0,8,0,4,0,0,4,0,4,0,0
2018,5,24,7,8,4,4,24,0,8,4,12,12,4,8,0,0,0,0,4,0,0,0,16
2018,5,24,8,4,8,0,12,12,0,12,12,4,0,4,4,12,8,0,12,4,4,4,12
2018,5,24,9,12,8,0,8,8,0,4,8,8,4,16,4,4,4,0,0,0,4,0,8
2018,5,24,10,4,12,8,8,12,8,24,16,4,0,4,0,16,16,0,0,24,0,4,65
2018,5,24,11,8,12,24,12,8,0,20,16,8,12,12,4,20,0,0,12,16,0,0,32
2018,5,24,12,0,16,20,8,0,4,16,4,4,0,0,4,32,12,20,0,0,0,0,143
2018,5,24,13,4,20,16,12,20,8,24,4,8,4,4,0,16,16,0,0,8,0,0,16
2018,5,24,14,0,4,0,12,8,8,61,16,4,0,28,0,20,4,8,8,8,0,0,28
2018,5,24,15,8,20,8,20,0,24,32,8,4,8,24,0,12,8,4,0,0,12,4,28
2018,5,24,16,16,4,8,8,4,0,36,12,12,0,4,4,32,12,4,8,8,12,0,16
2018,5,24,17,0,24,8,20,16,8,41,73,4,4,16,0,20,28,4,4,4,0,4,65
2018,5,24,18,8,28,16,12,4,12,24,49,0,4,4,0,8,8,4,4,8,0,8,0
2018,5,24,19,4,45,20,12,8,16,28,32,16,8,8,0,12,4,0,4,4,4,8,8
2018,5,24,20,4,36,8,32,0,20,8,53,0,4,16,4,16,0,12,0,0,0,4,0
2018,5,24,21,8,20,0,16,8,8,20,24,0,4,20,0,16,4,4,0,0,4,0,0
2018,5,24,22,4,12,0,16,8,8,24,0,8,4,45,0,36,0,0,4,0,4,4,0
2018,5,24,23,16,16,0,16,4,8,36,0,0,0,32,8,28,0,4,8,0,12,0,4
2018,5,24,24,12,41,0,16,8,20,8,16,0,8,12,0,16,0,0,0,0,0,0,12
2018,5,25,1,16,20,0,0,0,0,16,12,4,0,4,0,8,8,0,0,0,0,0,0
2018,5,25,2,32,24,12,16,4,20,12,0,0,8,8,0,4,0,0,0,0,0,0,0
2018,5,25,3,12,24,0,12,0,4,12,4,8,4,4,0,0,0,0,0,0,0,0,4
2018,5,25,4,16,12,0,12,4,12,0,12,16,4,4,0,20,0,0,4,0,4,0,4
2018,5,25,5,32,20,0,4,4,0,20,12,20,0,8,0,0,0,0,20,0,0,4,0
2018,5,25,6,24,0,4,8,0,0,8,16,12,0,16,4,4,0,0,4,0,8,0,4
2018,5,25,7,28,4,8,16,0,8,4,45,20,16,16,8,8,4,0,12,24,0,0,24
2018,5,25,8,32,4,20,20,4,12,16,164,12,24,20,0,12,8,8,12,36,0,12,12
2018,5,25,9,4,16,0,12,4,20,24,28,4,41,8,0,4,12,4,0,16,12,8,28
2018,5,25,10,8,45,16,16,0,8,36,32,24,20,24,16,12,16,4,12,12,4,4,41
2018,5,25,11,4,28,32,12,8,0,53,16,4,28,16,0,4,24,0,8,16,0,12,24
2018,5,25,12,8,16,36,16,8,4,20,36,12,16,16,4,16,8,8,0,16,20,8,12
2018,5,25,13,8,20,45,32,0,8,24,20,12,8,28,8,0,20,0,4,20,12,0,32
2018,5,25,14,8,49,65,45,8,0,36,20,28,0,28,0,32,12,4,8,20,12,8,12
2018,5,25,15,0,36,49,24,45,12,20,16,16,16,8,4,28,36,0,8,16,8,4,28
2018,5,25,16,0,41,36,20,61,4,32,32,8,0,16,0,24,53,12,16,32,20,12,49
2018,5,25,17,24,53,45,20,4,12,45,20,20,8,8,4,20,57,12,12,8,4,0,32
2018,5,25,18,8,53,65,16,41,20,20,8,12,28,4,4,8,49,12,8,8,20,12,12
2018,5,25,19,8,53,20,20,12,0,45,32,28,28,16,0,16,53,12,4,8,8,12,28
2018,5,25,20,12,32,20,8,12,20,61,16,4,8,28,0,16,12,16,12,4,12,4,8
2018,5,25,21,4,24,16,28,4,0,69,8,20,16,32,4,8,28,8,4,4,12,8,12
2018,5,25,22,16,36,28,16,0,4,77,12,16,4,12,12,24,36,0,4,0,8,16,20
2018,5,25,23,8,32,0,20,8,8,12,0,24,12,8,0,36,41,4,16,4,28,,24
2018,5,25,24,8,41,0,4,4,16,20,4,4,8,16,4,28,12,8,8,4,4,4,16
2018,5,26,1,12,32,0,4,4,12,28,12,8,12,12,0,24,12,0,12,0,16,12,32
2018,5,26,2,8,28,0,16,8,20,45,4,8,4,20,4,24,12,0,8,0,24,12,4
2018,5,26,3,0,4,24,36,4,41,53,0,0,4,16,8,20,0,0,0,4,24,16,32
2018,5,26,4,8,28,20,12,4,4,24,0,0,0,36,8,20,20,0,12,0,0,28,28
