年,月,日,時,水戸石川一般環境大気測定局,独立行政法人国立環境研究所,日立市消防本部,宇都宮市中央生涯学習センター,栃木県庁那須庁舎,日光特別地域気象観測所,群馬県衛生環境研究所,館林保健福祉事務所,さいたま市役所,飯能市役所,寄居町役場,東邦大学,千葉県環境研究センター,千葉県森林研究センター,君津市糠田測定局,東京都多摩小平保健所,独立行政法人森林総研多摩森林科学園,神奈川県庁第二分庁舎,川崎生命科学・環境研究センター,神奈川県環境科学センター
2017,5,13,24,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0
2017,5,14,1,0,4,0,8,4,0,0,0,0,4,0,4,4,0,0,0,0,0,0,4
2017,5,14,2,0,0,0,4,4,0,4,0,0,0,4,0,8,0,0,0,0,0,0,4
2017,5,14,3,4,4,0,0,8,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0
2017,5,14,4,4,4,0,8,0,0,0,8,0,4,0,0,12,0,0,4,0,0,0,0
2017,5,14,5,0,16,0,24,8,0,4,0,16,0,0,0,24,0,4,8,0,4,0,0
2017,5,14,6,0,12,4,12,16,0,0,16,4,12,4,4,12,0,0,4,4,4,4,0
2017,5,14,7,8,73,0,24,12,0,0,4,4,4,4,0,8,0,0,0,4,0,0,12
2017,5,14,8,20,32,8,53,16,0,12,0,12,12,8,0,4,0,0,16,8,4,0,24
2017,5,14,9,8,32,0,213,20,0,8,0,32,28,4,8,20,0,0,28,4,24,0,20
2017,5,14,10,12,49,12,237,94,0,16,4,49,8,12,20,61,4,0,24,8,73,0,41
2017,5,14,11,20,32,28,118,118,4,16,4,16,24,20,8,20,0,0,53,16,20,4,41
2017,5,14,12,8,28,45,118,151,0,98,0,16,49,28,16,53,12,8,20,16,28,0,0
2017,5,14,13,12,20,32,65,82,4,77,0,28,77,16,8,36,45,4,49,16,16,8,20
2017,5,14,14,8,12,12,102,131,0,32,0,28,32,16,8,28,57,16,32,41,41,8,12
2017,5,14,15,4,16,12,16,176,0,20,12,61,32,16,0,20,4,4,16,36,4,4,8
2017,5,14,16,12,8,4,90,168,0,12,4,69,16,12,4,12,4,0,24,45,28,0,8
2017,5,14,17,0,8,8,57,102,0,12,8,53,12,4,0,20,4,4,28,20,20,8,0
2017,5,14,18,12,4,4,28,12,0,16,4,24,41,0,0,20,4,0,41,24,8,16,12
2017,5,14,19,0,4,0,4,4,0,20,24,24,65,20,4,4,0,0,36,135,28,4,16
2017,5,14,20,4,8,0,4,4,0,16,0,24,36,4,0,4,0,4,12,36,4,0,8
2017,5,14,21,0,4,0,4,0,0,16,0,4,24,8,0,4,4,0,4,20,4,0,8
2017,5,14,22,0,32,0,8,4,0,0,0,4,0,0,0,16,0,0,0,0,0,0,4
2017,5,14,23,0,0,0,12,0,0,0,4,4,0,12,0,0,0,4,8,20,0,0,0
2017,5,14,24,12,16,0,4,0,0,12,0,0,0,0,0,4,0,0,4,4,0,0,8
2017,5,15,1,0,0,0,0,0,0,12,4,8,0,0,0,4,0,0,4,0,4,0,4
2017,5,15,2,0,4,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,4
2017,5,15,3,4,0,0,0,0,0,0,4,16,0,4,0,12,0,0,4,4,0,4,0
2017,5,15,4,0,4,0,0,0,0,0,0,0,0,20,0,8,0,0,4,0,0,4,0
2017,5,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0
2017,5,15,6,0,0,0,8,4,4,0,4,0,4,0,0,0,0,0,4,8,0,0,20
2017,5,15,7,0,4,0,4,4,0,0,0,0,4,0,0,0,0,4,8,4,0,0,0
2017,5,15,8,4,0,0,8,12,0,4,8,4,4,4,0,0,0,4,4,4,8,0,0
2017,5,15,9,0,8,4,28,8,0,0,4,0,4,0,0,20,4,4,8,0,4,4,0
2017,5,15,10,0,4,20,57,4,8,20,8,4,0,0,0,32,0,12,4,24,0,0,32
2017,5,15,11,139,28,12,86,98,0,8,0,16,8,0,4,28,4,16,4,20,0,4,12
2017,5,15,12,0,4,12,200,61,4,4,12,16,20,4,4,8,16,28,4,4,16,0,32
2017,5,15,13,8,4,12,41,209,0,0,4,24,12,4,0,20,16,24,32,12,12,4,4
2017,5,15,14,8,12,24,16,73,8,12,12,24,0,12,12,16,45,0,28,65,20,8,45
2017,5,15,15,20,16,12,36,94,4,4,4,57,278,8,4,20,12,4,28,20,16,4,41
2017,5,15,16,4,12,8,53,57,8,12,8,32,20,8,0,20,8,4,45,16,20,4,57
2017,5,15,17,12,0,4,20,49,16,4,8,8,20,4,0,16,8,0,8,28,0,0,49
2017,5,15,18,12,16,0,28,135,16,12,0,32,4,0,0,20,0,0,4,24,12,0,45
2017,5,15,19,4,0,12,24,41,12,77,8,16,4,0,0,12,0,8,0,8,0,0,8
2017,5,15,20,0,8,0,16,28,8,12,8,0,8,0,0,8,0,0,4,12,8,0,4
2017,5,15,21,0,0,8,20,4,12,16,12,8,4,0,0,8,0,0,4,16,4,0,0
2017,5,15,22,4,0,0,0,8,0,4,4,12,4,0,0,8,0,0,8,8,0,0,12
2017,5,15,23,0,4,0,4,36,0,16,4,0,24,16,4,4,0,0,24,16,8,8,16
2017,5,15,24,0,4,0,0,16,0,65,12,4,28,4,4,4,0,0,12,0,8,4,4
2017,5,16,1,0,4,0,4,20,0,139,4,0,16,0,0,0,0,0,8,0,4,0,8
2017,5,16,2,4,0,0,4,24,4,77,4,4,12,0,0,0,28,0,4,0,4,0,8
2017,5,16,3,4,4,0,4,41,4,98,0,0,12,4,0,8,0,0,0,4,0,0,8
2017,5,16,4,0,0,0,4,61,4,176,0,4,0,41,0,0,0,0,8,0,0,0,0
2017,5,16,5,0,4,8,0,28,16,196,0,0,12,32,0,4,0,0,8,8,4,0,12
2017,5,16,6,4,8,24,4,90,16,180,0,12,8,16,0,0,0,0,0,8,4,0,0
2017,5,16,7,8,16,131,12,159,4,172,4,8,16,45,0,8,8,0,0,8,12,0,8
2017,5,16,8,12,36,102,143,213,0,139,4,0,41,32,0,16,16,0,8,12,8,0,8
2017,5,16,9,20,8,65,90,164,12,397,20,12,24,24,8,32,45,4,61,41,28,8,24
2017,5,16,10,41,49,69,16,98,8,254,20,12,32,61,8,49,77,16,61,32,61,4,24
2017,5,16,11,36,53,53,8,77,4,106,16,12,20,32,16,8,73,4,36,53,32,8,4
2017,5,16,12,28,53,61,61,94,0,114,45,12,28,57,20,41,41,12,49,32,32,20,16
2017,5,16,13,4,28,61,53,82,4,86,4,24,32,45,32,32,16,36,8,36,8,8,12
2017,5,16,14,12,20,94,28,73,4,45,16,24,41,20,16,8,4,20,32,45,16,12,16
2017,5,16,15,24,49,57,32,41,20,98,12,36,0,20,12,20,16,4,24,24,24,12,8
2017,5,16,16,4,24,168,36,28,24,77,12,24,4,45,4,4,0,12,45,0,16,8,12
2017,5,16,17,4,41,237,69,32,32,41,65,65,8,41,4,4,8,20,20,8,4,0,4
2017,5,16,18,0,28,168,86,28,57,24,,16,0,41,8,4,8,16,4,12,0,20,12
2017,5,16,19,8,20,204,16,32,36,53,,8,8,28,8,4,0,0,20,4,4,8,8
2017,5,16,20,8,24,139,16,16,28,36,,4,0,4,4,4,0,0,0,0,4,4,0
2017,5,16,21,8,20,98,12,0,8,16,,20,24,20,0,0,0,8,4,4,0,0,12
2017,5,16,22,16,12,73,20,8,0,28,,24,0,8,4,0,4,0,0,8,0,0,0
2017,5,16,23,12,20,49,32,12,0,16,,8,12,16,0,4,0,0,4,0,0,0,8
2017,5,16,24,12,28,65,4,0,0,32,,0,0,28,0,8,0,0,4,0,12,0,0
2017,5,17,1,8,32,114,0,0,0,4,,8,0,16,0,0,0,0,4,0,0,4,4
2017,5,17,2,8,4,118,0,0,0,20,,0,12,12,0,0,0,4,4,16,0,0,12
2017,5,17,3,0,4,65,4,4,0,12,,24,16,12,0,4,0,0,0,0,0,0,8
2017,5,17,4,4,12,53,4,0,0,8,,16,0,8,0,0,0,0,8,12,0,0,0
2017,5,17,5,4,12,65,4,0,0,4,,8,16,4,0,8,0,0,8,8,0,4,12
2017,5,17,6,0,4,77,0,20,0,0,,8,0,4,0,20,0,0,8,12,0,8,4
2017,5,17,7,0,16,49,4,4,20,4,,12,0,8,0,16,12,0,8,4,8,16,4
2017,5,17,8,8,16,49,4,0,4,8,,32,8,0,4,24,12,4,24,0,20,8,8
2017,5,17,9,4,28,32,20,4,0,8,,28,4,8,8,32,24,4,53,0,69,20,36
2017,5,17,10,0,4,57,4,0,0,0,,53,49,8,0,57,24,8,82,4,106,12,20
2017,5,17,11,4,0,61,4,8,0,4,,32,24,8,0,61,20,12,143,8,94,12,24
2017,5,17,12,0,16,49,16,8,0,0,,53,41,45,0,65,20,24,135,20,57,0,8
2017,5,17,13,0,20,53,135,61,0,20,,73,32,16,4,24,12,0,98,20,77,16,20
2017,5,17,14,4,36,69,155,49,12,61,,82,20,45,8,53,8,20,20,98,45,24,8
2017,5,17,15,8,20,61,131,36,4,16,,28,16,32,4,28,12,8,90,49,65,8,8
2017,5,17,16,0,0,53,90,16,0,28,,28,32,12,8,20,28,24,57,4,24,20,20
2017,5,17,17,8,16,28,53,16,4,32,4,20,24,8,4,12,8,4,36,24,49,8,8
2017,5,17,18,4,20,41,41,8,0,24,12,16,12,12,12,4,16,8,41,8,16,0,12
2017,5,17,19,8,12,53,28,24,0,32,4,16,20,4,8,20,8,4,49,20,36,0,24
2017,5,17,20,12,16,20,20,4,0,28,0,20,28,12,4,16,4,0,0,8,8,0,16
2017,5,17,21,41,24,28,16,8,0,12,0,4,32,4,0,16,0,8,4,12,16,4,16
2017,5,17,22,28,0,16,12,12,0,8,4,8,20,4,20,12,0,0,32,8,12,0,28
2017,5,17,23,8,16,0,4,8,0,8,0,24,12,4,16,4,0,0,4,0,8,0,12
2017,5,17,24,12,8,4,20,8,0,0,4,8,0,0,16,8,0,0,4,0,8,0,8
2017,5,18,1,12,16,0,8,4,0,4,4,53,4,0,0,12,0,0,8,0,0,0,8
2017,5,18,2,4,8,0,12,20,0,0,8,16,0,0,12,20,0,0,4,0,8,0,16
2017,5,18,3,12,4,0,0,0,0,0,0,0,4,4,4,16,4,0,8,0,8,8,4
2017,5,18,4,4,12,4,4,0,0,4,4,8,0,0,4,8,0,0,0,0,16,0,8
2017,5,18,5,0,0,0,4,0,0,4,4,0,0,0,0,4,0,0,0,4,12,4,8
2017,5,18,6,0,4,0,8,0,0,8,0,0,0,4,0,4,0,0,12,0,0,0,8
2017,5,18,7,4,4,8,4,8,0,4,8,16,0,0,0,53,4,4,32,8,139,8,0
2017,5,18,8,0,20,45,0,12,0,0,0,28,32,0,4,16,24,0,122,45,28,8,16
2017,5,18,9,0,4,12,127,0,0,0,8,49,4,4,4,24,20,0,16,12,36,8,20
2017,5,18,10,4,4,24,164,8,0,0,12,57,20,49,12,20,12,0,65,12,20,4,4
2017,5,18,11,0,8,16,65,8,0,8,8,12,53,8,4,24,0,0,57,12,32,8,20
2017,5,18,12,4,53,16,82,12,16,28,4,53,86,4,0,20,8,0,61,8,61,0,8
2017,5,18,13,41,24,20,28,4,0,16,0,36,53,4,4,32,0,4,4,8,8,12,24
2017,5,18,14,24,8,8,20,12,4,0,8,36,16,4,4,98,0,4,4,24,57,24,53
2017,5,18,15,28,12,8,41,16,8,16,0,16,28,12,0,32,12,4,65,16,32,0,8
2017,5,18,16,20,12,12,32,20,12,24,4,16,16,0,8,12,0,0,53,4,24,0,8
2017,5,18,17,0,0,20,20,8,8,16,4,57,24,8,0,45,0,4,0,12,106,0,8
2017,5,18,18,0,4,8,20,28,12,8,4,0,32,131,0,20,0,0,4,16,28,4,12
2017,5,18,19,4,12,12,24,45,28,24,12,151,0,8,0,12,0,0,12,12,12,0,8
2017,5,18,20,4,4,0,8,16,8,8,20,24,12,24,12,12,4,8,12,0,16,0,4
2017,5,18,21,0,16,0,20,12,0,16,12,8,4,12,0,8,4,0,8,4,16,4,4
2017,5,18,22,12,0,0,8,0,0,16,0,4,0,12,0,4,0,0,0,4,8,0,8
2017,5,18,23,4,0,4,8,4,0,8,8,0,0,4,0,12,0,0,4,0,16,0,8
2017,5,18,24,4,12,4,12,0,0,8,0,12,4,8,4,4,4,0,8,0,0,0,0
2017,5,19,1,0,0,4,4,4,4,0,0,4,0,8,0,0,0,0,4,0,4,0,4
2017,5,19,2,0,8,4,0,4,0,20,0,8,0,0,0,4,4,0,4,0,0,0,4
2017,5,19,3,4,0,20,0,0,0,32,4,4,0,0,4,0,0,0,0,4,4,4,0
2017,5,19,4,4,8,0,4,4,0,32,4,0,4,0,4,0,0,0,16,0,4,0,4
2017,5,19,5,0,0,4,0,4,0,24,4,0,8,0,0,4,0,0,4,0,8,0,4
2017,5,19,6,4,12,24,8,32,0,41,0,4,0,8,0,4,4,0,8,0,8,0,12
2017,5,19,7,8,32,57,32,20,4,28,4,28,49,45,8,16,0,0,49,16,53,8,4
2017,5,19,8,24,16,61,41,24,0,36,16,57,53,36,8,20,0,4,69,28,24,4,28
2017,5,19,9,32,36,94,41,8,32,73,24,20,20,53,12,16,4,0,24,24,24,4,24
2017,5,19,10,8,36,94,24,8,53,65,20,32,4,24,8,16,16,16,16,24,28,0,12
2017,5,19,11,24,8,82,45,16,12,28,20,16,36,4,4,16,8,4,4,20,57,0,12
2017,5,19,12,12,16,41,49,12,36,28,12,20,8,0,0,16,16,8,20,28,0,12,45
2017,5,19,13,8,12,16,53,8,61,41,0,24,12,4,4,8,8,8,8,20,12,28,28
2017,5,19,14,0,24,,73,12,41,20,4,12,20,57,4,4,4,4,16,24,20,4,20
2017,5,19,15,0,8,16,16,20,8,32,8,24,16,4,4,24,8,4,12,36,12,8,4
2017,5,19,16,0,36,12,65,8,20,73,8,12,20,8,4,12,4,24,4,20,0,8,8
2017,5,19,17,12,20,24,139,16,20,36,4,49,12,4,0,12,8,0,12,0,4,8,12
2017,5,19,18,0,20,4,143,12,28,45,4,41,4,4,0,28,4,12,8,4,0,8,8
2017,5,19,19,20,16,24,49,24,12,69,8,36,24,24,4,8,4,373,16,24,32,4,12
2017,5,19,20,8,16,24,41,4,41,16,12,8,20,32,4,12,12,106,12,16,8,0,0
2017,5,19,21,0,28,12,8,12,49,36,0,20,4,24,4,16,0,8,53,16,0,0,12
2017,5,19,22,16,16,8,4,16,4,41,16,16,4,49,0,8,0,4,0,4,0,0,12
2017,5,19,23,8,8,16,16,16,4,73,4,12,12,16,0,0,0,0,24,0,0,0,0
2017,5,19,24,0,12,4,16,8,4,73,8,8,24,61,4,4,4,4,12,0,0,0,8
2017,5,20,1,0,12,12,16,0,8,28,20,4,8,28,0,4,0,0,12,0,0,0,0
2017,5,20,2,4,8,4,16,4,0,49,16,8,4,20,4,4,0,0,12,8,0,0,20
2017,5,20,3,8,16,12,8,0,0,65,12,24,0,12,0,0,0,0,16,0,0,16,8
2017,5,20,4,4,12,8,0,8,4,53,20,8,4,4,0,4,0,,24,16,0,4,16
2017,5,20,5,0,4,28,4,12,0,57,28,28,8,8,0,4,0,0,45,0,8,12,16
2017,5,20,6,12,36,53,28,49,0,45,20,16,4,20,0,12,0,4,24,0,12,8,24
2017,5,20,7,53,8,106,90,57,8,102,36,36,73,24,4,4,12,24,82,53,102,20,57
2017,5,20,8,41,57,102,69,90,16,127,28,73,65,45,28,45,45,20,106,98,36,36,77
2017,5,20,9,61,61,73,127,32,12,61,36,77,53,45,20,20,45,45,86,57,57,65,53
2017,5,20,10,24,28,69,73,53,16,147,45,82,65,16,32,45,36,32,57,69,53,24,8
2017,5,20,11,20,24,45,69,65,12,94,36,57,49,24,20,20,32,24,49,32,65,24,20
2017,5,20,12,20,45,32,73,24,12,106,20,32,12,12,8,36,20,0,20,28,4,36,20
2017,5,20,13,12,41,20,49,24,0,90,28,28,32,0,4,41,12,16,41,45,16,28,36
2017,5,20,14,8,32,41,45,45,4,73,16,57,49,8,12,24,12,12,16,36,20,16,36
2017,5,20,15,0,24,32,49,28,12,204,28,45,49,20,8,49,4,12,12,32,8,16,16
2017,5,20,16,16,61,41,36,28,24,98,8,24,24,24,0,28,12,4,20,24,0,28,20
2017,5,20,17,8,16,53,53,41,16,98,8,49,28,16,0,36,32,8,8,24,16,16,4
2017,5,20,18,28,45,61,69,20,24,114,8,28,32,8,0,16,28,12,20,28,12,0,20
2017,5,20,19,8,28,69,98,102,45,114,0,8,28,16,0,20,4,4,49,4,4,12,4
2017,5,20,20,16,8,49,77,94,36,69,4,28,12,20,4,16,4,0,4,4,12,4,0
2017,5,20,21,16,12,20,41,69,24,77,20,41,28,49,0,12,8,4,8,8,8,0,0
2017,5,20,22,32,32,20,32,57,20,49,82,41,24,20,0,0,4,4,12,0,4,0,8
2017,5,20,23,49,8,41,16,20,12,69,24,20,12,12,0,0,0,0,12,0,12,0,16
2017,5,20,24,36,20,36,8,20,4,86,4,4,16,28,0,0,0,4,4,0,8,49,4
2017,5,21,1,8,12,20,12,28,0,98,12,8,12,53,4,12,4,0,20,0,12,20,0
2017,5,21,2,12,8,28,16,28,4,110,20,16,0,28,0,20,0,0,24,0,4,20,28
2017,5,21,3,8,20,36,4,24,0,73,12,20,8,28,4,36,0,0,28,0,0,12,16
2017,5,21,4,8,12,65,20,16,0,53,8,20,4,32,0,4,0,4,24,0,0,20,12
2017,5,21,5,4,0,86,12,24,0,98,16,8,0,12,0,20,4,0,61,0,4,8,16
2017,5,21,6,16,61,106,53,28,0,61,16,20,12,49,0,20,12,0,69,12,0,28,28
2017,5,21,7,45,49,90,82,86,0,53,28,49,102,41,4,69,12,12,69,28,61,41,94
2017,5,21,8,77,69,110,118,65,4,131,65,24,61,20,28,36,49,69,82,86,45,16,53
2017,5,21,9,49,16,118,86,36,28,110,53,86,94,65,49,69,41,12,98,61,49,12,61
2017,5,21,10,41,45,82,98,24,12,69,57,77,69,16,32,41,36,20,98,45,20,32,53
2017,5,21,11,28,16,82,45,28,20,90,28,53,28,41,12,57,41,24,32,45,20,16,49
2017,5,21,12,36,20,32,53,20,12,86,20,65,49,28,16,24,53,4,57,32,16,16,45
2017,5,21,13,8,16,69,36,8,8,28,8,41,28,12,12,32,24,4,8,4,20,8,16
2017,5,21,14,12,24,94,32,16,8,32,0,24,20,28,12,32,8,8,8,24,24,16,12
2017,5,21,15,8,16,69,77,20,16,49,4,28,12,12,4,41,12,0,0,24,12,12,4
2017,5,21,16,0,28,49,24,16,12,36,24,24,12,8,4,41,4,0,28,28,8,4,0
2017,5,21,17,20,36,53,45,28,16,49,8,28,24,12,4,24,12,4,12,16,4,8,16
2017,5,21,18,4,32,45,57,16,16,49,8,45,20,4,8,24,16,0,16,16,8,0,4
2017,5,21,19,20,12,41,82,16,36,36,0,20,32,12,0,12,16,12,20,8,16,8,28
2017,5,21,20,20,32,32,57,41,20,36,16,12,32,16,8,20,0,36,0,12,20,4,0
2017,5,21,21,36,16,65,41,16,12,53,12,24,12,24,0,16,8,12,16,12,12,4,32
2017,5,21,22,20,12,61,28,24,8,49,20,8,8,12,4,16,8,16,20,8,12,12,41
2017,5,21,23,24,8,61,28,32,4,36,12,12,16,4,0,4,4,24,41,4,12,4,8
2017,5,21,24,20,36,41,12,8,0,65,8,16,8,53,4,0,0,4,45,4,8,0,16
2017,5,22,1,16,36,53,45,8,0,32,12,16,4,12,0,0,4,4,41,0,0,8,28
2017,5,22,2,8,28,32,4,8,0,82,8,36,8,0,4,8,0,4,57,0,0,4,4
2017,5,22,3,4,20,28,16,24,0,114,4,32,0,8,4,8,0,20,69,0,0,4,20
2017,5,22,4,12,4,24,20,0,0,69,4,16,0,8,0,0,0,0,16,4,0,4,12
2017,5,22,5,12,4,32,8,4,0,98,0,4,0,8,0,36,0,4,20,4,4,0,16
2017,5,22,6,12,16,24,12,20,0,73,8,12,8,8,0,4,0,0,20,8,0,69,28
2017,5,22,7,36,28,94,36,57,0,94,20,98,69,28,0,20,4,4,98,12,53,41,82
2017,5,22,8,32,12,90,118,53,0,209,53,106,57,155,0,20,8,16,94,32,114,24,20
2017,5,22,9,49,41,49,49,36,8,110,32,45,45,53,4,24,45,12,102,24,49,12,57
2017,5,22,10,45,16,98,57,28,8,102,57,73,53,32,4,4,12,8,36,24,12,16,24
2017,5,22,11,8,20,69,24,36,8,57,41,36,57,45,4,12,32,4,16,32,0,20,28
2017,5,22,12,12,16,41,36,32,16,151,16,45,16,20,8,12,12,8,53,12,24,12,20
2017,5,22,13,16,73,49,20,4,8,90,28,69,28,4,0,16,16,12,24,12,28,8,45
2017,5,22,14,12,69,28,28,28,4,28,24,77,24,12,4,65,24,12,12,32,28,24,16
2017,5,22,15,4,45,65,32,16,0,45,8,36,41,4,4,24,36,4,20,28,36,8,36
2017,5,22,16,16,73,73,77,12,4,77,24,12,16,4,0,12,8,12,12,16,20,12,20
2017,5,22,17,4,82,82,61,32,12,36,4,65,24,8,0,16,20,12,16,49,20,12,12
2017,5,22,18,24,45,32,147,16,12,41,28,90,12,16,4,12,28,4,49,4,16,8,16
2017,5,22,19,16,28,53,82,36,8,49,32,61,45,0,0,20,16,16,69,8,32,12,24
2017,5,22,20,20,36,61,12,20,24,28,32,12,28,16,0,8,8,0,12,8,20,0,24
2017,5,22,21,8,20,69,28,20,8,28,4,28,12,16,0,12,0,0,82,4,4,0,4
2017,5,22,22,36,0,73,36,24,4,36,0,24,4,12,0,12,0,4,36,0,12,12,4
2017,5,22,23,20,4,20,8,16,4,24,0,45,0,86,0,20,8,0,20,4,12,0,4
2017,5,22,24,8,20,20,0,8,0,32,4,8,0,8,0,0,0,0,0,16,8,4,4
2017,5,23,1,12,24,12,0,12,4,24,4,16,0,8,0,12,4,4,8,4,8,4,4
2017,5,23,2,4,4,0,8,4,0,16,0,4,0,4,0,0,0,0,0,0,12,4,8
2017,5,23,3,0,4,4,4,12,4,4,4,4,0,0,0,4,0,0,4,0,8,4,0
2017,5,23,4,4,4,4,0,0,4,8,4,4,0,8,0,4,0,0,12,4,0,0,0
2017,5,23,5,0,4,4,0,12,0,41,8,8,4,8,0,12,0,0,12,0,0,0,0
2017,5,23,6,12,4,8,20,12,0,12,0,12,12,4,0,4,0,0,4,0,0,4,8
2017,5,23,7,12,32,32,57,53,0,28,0,73,41,20,0,4,4,4,164,20,102,12,16
2017,5,23,8,28,20,16,41,41,16,45,41,98,188,20,4,12,8,287,401,32,131,8,32
2017,5,23,9,12,16,45,36,41,16,106,12,49,45,28,0,20,12,4,192,32,69,32,32
2017,5,23,10,12,45,41,16,24,0,225,36,98,82,20,0,65,8,16,151,16,20,20,32
2017,5,23,11,16,12,24,73,16,4,135,16,24,36,8,4,20,20,8,61,24,45,4,20
2017,5,23,12,4,8,24,28,24,8,118,8,65,24,8,0,24,32,0,65,20,0,16,28
2017,5,23,13,4,49,49,4,24,12,8,20,77,20,20,0,0,24,8,36,32,20,4,69
2017,5,23,14,12,41,61,53,20,12,110,12,86,53,4,12,12,20,4,45,32,8,4,24
2017,5,23,15,4,36,77,82,24,12,94,8,118,41,0,4,12,82,8,77,45,4,4,24
2017,5,23,16,32,61,57,61,32,4,82,12,143,32,8,0,16,28,4,86,49,16,4,12
2017,5,23,17,28,98,77,57,24,4,69,8,90,49,8,4,4,24,12,102,20,24,8,36
2017,5,23,18,16,28,49,77,45,8,61,8,86,102,8,4,8,24,8,143,4,73,4,41
2017,5,23,19,12,28,36,65,57,8,49,28,32,49,20,0,16,12,12,147,20,16,4,8
2017,5,23,20,8,4,24,86,16,20,57,12,32,28,0,4,12,0,0,65,16,28,0,4
2017,5,23,21,4,12,36,16,36,8,45,12,32,8,28,4,16,4,0,49,4,28,4,0
2017,5,23,22,32,8,4,16,24,4,41,4,8,36,28,4,20,4,0,32,0,0,0,4
2017,5,23,23,8,0,0,12,16,16,36,4,4,8,20,0,8,0,4,4,4,4,0,0
2017,5,23,24,0,28,12,8,4,0,16,0,20,16,4,0,4,4,0,20,0,0,4,0
2017,5,24,1,12,8,0,8,8,12,0,0,16,0,0,4,0,4,0,12,0,0,4,0
2017,5,24,2,0,8,0,8,4,4,16,0,0,12,4,4,8,0,0,4,4,0,0,4
2017,5,24,3,0,0,4,4,0,0,8,4,4,0,4,4,4,4,0,4,4,8,0,0
2017,5,24,4,8,20,0,4,8,0,0,4,16,8,0,4,0,0,0,4,4,0,0,0
2017,5,24,5,0,4,0,0,0,0,12,0,4,4,0,0,0,4,0,4,0,0,0,0
2017,5,24,6,4,4,0,16,8,0,24,0,12,8,12,0,4,4,0,8,4,0,0,0
2017,5,24,7,4,4,8,24,0,4,20,8,61,8,16,0,28,0,0,49,20,0,0,16
2017,5,24,8,0,8,12,131,53,12,122,41,295,49,32,4,12,8,4,209,8,77,4,32
2017,5,24,9,8,8,32,102,270,0,254,20,217,106,28,4,8,12,4,209,24,122,16,24
2017,5,24,10,57,16,53,114,90,12,143,49,110,65,16,0,24,16,4,102,12,16,28,118
2017,5,24,11,20,28,36,57,135,4,118,49,41,57,16,4,8,8,8,106,16,32,0,16
2017,5,24,12,16,20,24,69,86,16,200,24,73,20,28,4,8,0,8,57,8,4,12,8
2017,5,24,13,12,16,49,90,147,16,77,24,106,36,57,8,16,4,16,82,12,12,0,16
2017,5,24,14,8,8,24,159,86,45,122,32,41,20,24,4,36,8,0,45,12,8,12,4
2017,5,24,15,8,8,24,57,65,4,82,36,65,24,28,4,24,0,0,49,8,12,0,12
2017,5,24,16,12,16,20,32,106,0,110,24,53,4,16,0,8,16,12,45,0,69,20,28
2017,5,24,17,8,28,45,36,102,8,49,12,49,8,4,4,12,24,8,65,0,12,8,122
2017,5,24,18,8,32,16,20,106,0,77,12,45,16,4,0,8,0,4,36,4,12,8,4
2017,5,24,19,0,8,4,69,12,0,77,4,65,0,0,0,8,8,0,16,0,8,0,0
2017,5,24,20,4,4,20,45,4,0,24,12,4,0,4,0,16,0,4,4,0,0,0,4
2017,5,24,21,0,4,12,57,0,4,24,8,0,0,8,0,8,0,4,0,4,0,0,0
2017,5,24,22,0,8,0,0,0,4,24,12,0,0,12,0,8,0,0,0,0,8,0,0
2017,5,24,23,4,12,4,4,4,0,16,0,4,4,8,0,0,0,0,0,8,0,0,0
2017,5,24,24,8,4,4,4,8,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0
2017,5,25,1,0,8,0,4,0,4,8,0,0,0,4,0,24,0,0,0,4,0,0,0
2017,5,25,2,4,4,0,0,8,0,8,0,0,0,8,0,4,0,,0,0,0,0,0
2017,5,25,3,4,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,8,0,0,0
2017,5,25,4,8,4,0,0,0,0,0,8,0,8,4,0,0,0,0,8,4,0,0,0
2017,5,25,5,0,0,0,0,4,0,0,8,32,4,4,0,8,0,0,4,0,0,0,4
2017,5,25,6,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,4,0,0,0,0
2017,5,25,7,8,4,4,0,0,0,4,4,4,0,0,0,0,0,0,8,8,0,4,0
2017,5,25,8,0,4,0,0,0,0,0,0,12,0,4,0,12,0,0,0,4,0,0,8
2017,5,25,9,4,0,0,114,4,0,0,0,4,4,0,4,4,4,4,4,0,16,0,12
2017,5,25,10,0,12,8,0,4,0,0,0,12,36,0,0,16,8,4,16,4,24,0,12
2017,5,25,11,8,41,0,4,4,0,0,0,8,4,0,8,0,16,8,4,8,143,8,28
2017,5,25,12,4,28,0,4,4,0,4,0,28,16,12,0,53,24,4,28,12,110,0,0
2017,5,25,13,0,12,4,0,4,0,0,0,0,0,12,8,24,8,4,16,20,16,16,16
2017,5,25,14,0,4,0,0,12,8,16,0,4,4,12,4,24,36,8,4,16,57,8,16
2017,5,25,15,4,4,0,4,0,12,4,0,12,8,8,8,20,28,24,4,0,45,12,28
2017,5,25,16,8,16,4,8,4,8,4,0,16,4,8,4,28,4,0,4,8,28,0,36
