年,月,日,時,水戸石川一般環境大気測定局,独立行政法人国立環境研究所,日立市消防本部,宇都宮市中央生涯学習センター,栃木県庁那須庁舎,日光特別地域気象観測所,群馬県衛生環境研究所,館林保健福祉事務所,さいたま市役所,飯能市役所,寄居町役場,東邦大学,千葉県環境研究センター,千葉県森林研究センター,君津市糠田測定局,東京都多摩小平保健所,独立行政法人森林総研多摩森林科学園,神奈川県庁第二分庁舎,川崎生命科学・環境研究センター,神奈川県環境科学センター
2017,3,17,20,168,122,168,98,53,0,73,,20,82,28,65,188,241,41,20,270,32,102,53
2017,3,17,21,135,172,151,204,61,0,73,,20,61,57,98,139,110,8,8,143,32,65,106
2017,3,17,22,94,209,168,209,41,0,41,,28,57,49,139,73,155,8,4,143,45,45,106
2017,3,17,23,118,209,139,196,28,0,90,,20,69,32,94,155,393,4,41,180,28,24,53
2017,3,17,24,69,122,245,110,82,4,110,,24,53,8,41,41,258,4,20,86,16,41,24
2017,3,18,1,20,94,315,131,118,0,32,,12,122,20,8,20,57,28,57,49,20,32,28
2017,3,18,2,61,106,143,53,102,0,12,,49,53,32,12,16,77,32,102,24,41,32,86
2017,3,18,3,110,36,90,73,28,4,16,,57,69,49,20,16,49,8,176,192,53,49,65
2017,3,18,4,49,86,98,53,41,0,8,,86,32,213,16,8,147,0,110,442,24,77,90
2017,3,18,5,28,69,57,20,32,0,176,,32,57,114,4,24,49,0,102,196,36,106,102
2017,3,18,6,49,28,28,45,69,0,94,,36,118,24,24,24,57,0,77,53,24,49,164
2017,3,18,7,90,69,94,32,77,0,139,,16,131,53,53,24,86,0,114,102,69,28,204
2017,3,18,8,57,82,114,41,24,0,118,,20,122,41,73,53,303,41,57,65,69,41,106
2017,3,18,9,82,61,221,41,73,4,94,,24,53,82,28,49,397,82,45,53,28,49,57
2017,3,18,10,77,73,,41,24,0,61,,20,61,98,12,24,1143,16,53,90,32,49,65
2017,3,18,11,69,69,225,24,24,0,,,28,82,41,12,28,352,28,24,53,49,8,110
2017,3,18,12,28,12,,49,24,0,,,16,77,32,8,32,155,8,16,49,57,4,73
2017,3,18,13,57,82,155,53,20,0,49,,36,82,90,12,4,114,24,36,106,24,16,53
2017,3,18,14,90,118,135,77,24,0,77,,49,110,36,4,16,45,32,32,77,61,4,36
2017,3,18,15,69,110,143,118,20,0,69,,57,102,73,8,24,98,8,24,86,41,24,45
2017,3,18,16,57,98,106,180,36,0,118,,90,168,65,0,28,57,4,45,57,8,16,45
2017,3,18,17,53,77,155,414,32,0,159,,98,127,106,4,20,49,12,24,41,8,24,20
2017,3,18,18,57,155,221,73,65,0,94,,65,139,143,8,12,90,57,20,61,4,32,20
2017,3,18,19,53,139,176,61,65,12,86,,41,131,90,4,53,82,69,16,49,8,28,28
2017,3,18,20,180,32,213,82,61,4,98,,32,36,41,20,20,45,8,8,28,24,28,69
2017,3,18,21,135,65,213,77,57,0,131,,53,65,41,12,32,61,20,36,0,32,20,8
2017,3,18,22,57,82,196,69,49,0,90,,61,53,102,0,49,57,24,16,16,8,8,49
2017,3,18,23,69,106,110,86,77,4,53,,77,61,45,12,53,90,41,127,28,28,8,49
2017,3,18,24,77,36,155,102,45,8,20,,122,12,61,16,16,61,20,122,20,32,45,82
2017,3,19,1,98,41,114,82,65,4,49,,114,41,65,32,36,41,28,53,45,36,32,147
2017,3,19,2,41,53,127,57,135,8,24,,94,32,57,24,45,82,0,28,102,8,36,114
2017,3,19,3,61,57,106,86,122,8,45,,90,24,28,41,57,57,4,32,82,8,36,114
2017,3,19,4,57,65,114,73,164,0,49,,61,32,24,73,73,57,4,45,139,8,20,168
2017,3,19,5,32,86,106,53,328,0,16,,82,8,237,82,73,94,4,32,53,69,41,98
2017,3,19,6,53,82,213,61,450,0,278,,69,28,287,36,57,77,0,94,102,36,49,151
2017,3,19,7,164,53,291,86,77,0,131,,61,73,118,8,53,139,0,45,61,41,36,86
2017,3,19,8,122,168,877,90,77,0,122,,61,98,69,36,53,299,12,114,69,28,32,73
2017,3,19,9,139,86,590,94,82,4,291,,98,176,98,45,32,422,36,98,106,24,41,90
2017,3,19,10,28,110,287,41,65,4,200,,45,258,151,16,36,1193,24,61,102,36,69,49
2017,3,19,11,41,114,401,28,32,4,213,,41,274,200,16,32,483,12,98,82,41,94,12
2017,3,19,12,82,147,450,102,12,0,82,,94,209,118,12,77,516,24,94,143,20,225,32
2017,3,19,13,86,414,565,127,16,0,102,,86,258,94,36,98,377,36,41,188,36,209,28
2017,3,19,14,61,209,467,262,36,0,147,,45,188,82,8,94,672,86,77,221,12,114,24
2017,3,19,15,24,311,229,204,8,0,184,,73,192,69,12,65,660,114,41,143,4,41,20
2017,3,19,16,49,151,278,221,16,0,118,,69,184,57,12,139,204,24,73,200,0,8,12
2017,3,19,17,24,61,430,188,8,4,102,,28,135,53,8,122,127,4,41,147,12,53,16
2017,3,19,18,45,106,471,24,8,0,45,,32,143,118,12,127,53,20,28,106,0,61,16
2017,3,19,19,143,73,639,65,12,4,61,,20,176,61,0,77,24,41,49,82,12,69,24
2017,3,19,20,348,53,615,28,20,0,53,,20,143,73,16,73,36,36,61,73,12,53,4
2017,3,19,21,377,82,319,32,8,0,24,,32,168,61,28,45,61,16,45,65,16,73,20
2017,3,19,22,254,90,184,24,0,0,20,,12,151,77,45,65,53,36,16,53,45,65,41
2017,3,19,23,176,200,131,65,4,0,90,,8,164,73,73,110,164,4,20,41,36,32,77
2017,3,19,24,12,73,143,20,4,0,36,,8,77,65,32,57,147,57,4,24,20,57,82
2017,3,20,1,16,217,409,36,8,4,65,,4,204,73,28,45,147,28,24,16,20,36,73
2017,3,20,2,90,131,951,36,20,0,53,,8,73,28,12,16,463,8,12,12,8,69,41
2017,3,20,3,61,77,672,28,36,4,32,,0,94,57,16,28,233,41,20,12,8,49,77
2017,3,20,4,200,127,1168,36,49,0,114,,8,77,36,0,45,1131,8,77,16,41,32,94
2017,3,20,5,164,36,442,32,57,0,147,,16,114,110,12,16,795,45,77,12,8,0,147
2017,3,20,6,143,49,323,24,53,0,65,,24,131,32,20,8,122,61,82,8,41,53,122
2017,3,20,7,102,86,258,82,32,4,69,,49,192,36,4,24,90,41,65,49,24,49,118
2017,3,20,8,77,110,229,65,41,0,168,,32,159,45,4,41,344,20,61,41,28,98,86
2017,3,20,9,32,86,250,49,24,8,86,,28,90,45,8,32,1652,20,28,82,24,82,49
2017,3,20,10,41,77,311,53,36,4,159,,41,127,24,12,12,414,16,24,102,49,32,24
2017,3,20,11,82,41,204,65,20,8,180,,8,69,41,12,16,217,16,0,57,41,24,61
2017,3,20,12,94,49,164,82,8,8,176,,20,118,28,8,36,159,12,12,45,61,4,24
2017,3,20,13,32,53,110,41,20,69,188,,8,53,49,0,41,102,12,24,49,49,16,94
2017,3,20,14,73,69,155,61,20,32,225,,28,36,45,16,24,69,24,45,94,77,8,77
2017,3,20,15,65,24,258,86,41,16,188,,41,135,122,0,12,151,20,77,94,41,12,45
2017,3,20,16,61,61,270,159,32,49,90,,98,110,106,24,28,159,94,36,65,41,16,45
2017,3,20,17,45,61,295,180,36,53,49,,86,61,188,20,36,86,82,12,69,28,12,49
2017,3,20,18,8,204,340,159,82,82,114,,57,32,176,4,36,53,77,32,77,0,41,8
2017,3,20,19,20,65,291,229,147,82,229,,69,61,319,16,24,24,32,4,49,4,0,12
2017,3,20,20,28,69,270,94,360,61,127,,16,28,213,0,16,24,24,8,77,4,0,12
2017,3,20,21,41,32,213,127,364,61,147,,8,20,86,0,12,32,24,4,20,0,12,24
2017,3,20,22,53,24,180,118,229,24,225,,0,8,49,4,12,65,20,4,24,0,8,4
2017,3,20,23,69,16,77,90,245,12,237,,20,24,32,12,4,143,20,12,28,4,4,4
2017,3,20,24,32,32,86,73,143,20,86,,8,28,73,0,12,188,8,12,45,0,8,8
2017,3,21,1,12,28,61,32,127,36,94,,12,32,98,16,4,204,16,20,32,4,4,4
2017,3,21,2,12,8,57,49,82,20,61,,12,57,69,16,4,270,16,20,69,0,8,16
2017,3,21,3,32,20,106,82,77,12,139,,24,65,73,8,16,344,24,32,32,0,4,4
2017,3,21,4,16,143,110,53,65,4,106,,4,86,49,12,8,516,24,4,57,0,0,4
2017,3,21,5,24,12,73,49,77,16,143,,0,8,32,4,8,61,32,0,41,0,0,0
2017,3,21,6,12,0,45,20,24,4,69,,0,24,16,16,4,114,4,0,20,0,0,0
2017,3,21,7,0,0,12,0,45,-9998,12,,0,8,20,12,4,315,32,0,4,0,0,4
2017,3,21,8,4,4,28,0,12,-9998,0,,0,0,4,0,0,65,0,0,8,4,0,0
2017,3,21,9,94,12,53,4,0,-9998,0,,0,0,0,0,0,16,4,0,8,0,0,0
2017,3,21,10,4,20,4,0,0,-9998,0,0,4,0,0,4,4,4,0,0,4,0,0,0
2017,3,21,11,4,24,0,0,4,-9998,0,8,4,4,4,0,0,12,0,0,8,4,0,0
2017,3,21,12,8,0,0,4,0,-9998,0,0,0,12,0,4,0,4,4,0,0,0,0,0
2017,3,21,13,16,4,0,0,0,-9998,0,4,0,0,0,0,0,28,8,0,0,0,0,0
2017,3,21,14,0,12,0,0,4,-9998,0,0,0,0,0,8,0,8,0,0,0,4,0,0
2017,3,21,15,0,0,0,0,0,-9998,4,4,0,0,4,4,4,4,0,0,0,0,0,0
2017,3,21,16,0,0,8,4,0,-9998,0,0,0,0,0,0,0,4,0,0,4,0,0,0
2017,3,21,17,0,0,0,0,4,-9998,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,3,21,18,0,0,0,0,4,-9998,4,0,0,0,0,0,0,4,0,0,0,4,0,0
2017,3,21,19,0,0,0,4,4,-9998,0,0,0,0,0,0,0,8,0,4,0,0,0,0
2017,3,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2017,3,21,21,0,4,4,0,0,0,4,0,4,0,0,0,0,4,0,0,4,0,0,0
2017,3,21,22,0,0,0,0,0,0,0,0,8,4,0,0,0,4,0,0,0,0,61,0
2017,3,21,23,0,0,0,0,82,-9998,8,8,0,4,0,0,0,0,0,0,0,0,0,0
2017,3,21,24,0,0,16,0,303,8,20,4,4,20,20,0,0,0,0,0,0,0,4,0
2017,3,22,1,0,0,114,0,389,4,57,16,0,98,82,4,0,0,0,20,0,0,4,0
2017,3,22,2,0,0,196,0,455,32,90,36,12,139,69,0,4,0,0,61,0,28,32,4
2017,3,22,3,4,4,307,45,344,24,110,36,28,241,168,20,8,41,12,16,4,24,69,4
2017,3,22,4,8,49,795,122,106,16,32,41,28,397,151,32,24,225,8,53,200,49,69,61
2017,3,22,5,20,131,877,151,151,16,94,16,20,606,86,8,45,819,16,73,278,69,65,53
2017,3,22,6,151,127,1033,250,155,8,24,16,12,409,53,4,73,1307,32,86,114,168,94,143
2017,3,22,7,196,270,844,323,184,32,110,12,20,409,49,24,36,1016,41,168,340,94,86,139
2017,3,22,8,102,192,1078,254,172,8,94,12,8,287,69,16,65,315,20,73,496,65,32,196
2017,3,22,9,73,106,1221,143,36,28,12,0,16,143,155,16,53,323,4,36,188,82,45,188
2017,3,22,10,90,131,680,196,106,0,86,4,20,221,98,8,28,471,4,57,143,65,28,94
2017,3,22,11,139,73,582,41,8,0,139,12,16,213,73,4,4,754,0,32,131,57,36,151
2017,3,22,12,28,61,418,24,0,0,98,4,4,192,110,4,4,360,4,49,77,110,65,164
2017,3,22,13,28,61,237,49,4,0,164,8,41,98,151,8,28,155,8,49,61,65,69,114
2017,3,22,14,28,86,213,69,4,4,94,4,49,131,143,8,45,164,12,49,36,94,45,114
2017,3,22,15,0,41,147,135,53,0,61,8,28,188,94,0,36,82,12,28,49,86,65,143
2017,3,22,16,16,82,102,73,32,0,57,0,12,139,94,12,77,86,20,24,90,131,82,147
2017,3,22,17,8,86,98,65,20,8,57,12,12,196,69,20,49,143,57,28,73,102,57,49
2017,3,22,18,20,57,114,41,16,12,36,0,12,139,36,0,77,209,118,20,86,61,57,69
2017,3,22,19,4,57,262,28,16,0,32,4,8,77,53,16,65,164,110,4,122,36,53,73
2017,3,22,20,8,32,151,16,36,4,28,32,4,53,12,8,20,180,41,12,65,12,24,36
2017,3,22,21,28,20,127,24,28,0,12,8,8,49,73,4,20,110,61,16,41,16,24,24
2017,3,22,22,36,53,49,41,24,0,12,41,16,77,45,0,28,57,28,4,20,20,20,16
2017,3,22,23,24,77,69,36,24,20,16,36,0,61,24,16,32,69,41,41,45,16,24,69
2017,3,22,24,36,110,45,106,16,4,8,24,16,61,32,4,32,221,41,41,41,28,49,73
2017,3,23,1,28,98,61,28,0,0,28,36,20,41,16,20,53,155,28,61,28,20,28,90
2017,3,23,2,4,41,41,20,0,4,16,57,4,45,36,8,24,127,24,28,53,8,24,102
2017,3,23,3,0,49,49,0,0,41,8,57,12,49,53,73,24,73,16,86,53,4,16,241
2017,3,23,4,4,53,20,0,0,24,4,53,28,20,28,32,77,49,24,28,49,36,4,164
2017,3,23,5,8,49,24,12,0,32,0,12,32,8,41,24,65,8,12,28,16,8,20,86
2017,3,23,6,4,8,32,0,0,16,0,8,28,4,24,36,28,24,28,49,36,4,28,61
2017,3,23,7,4,24,45,49,0,8,8,12,12,8,4,28,24,20,20,28,36,24,4,41
2017,3,23,8,16,53,20,32,8,0,0,28,16,20,8,12,20,172,12,20,57,4,0,24
2017,3,23,9,20,110,8,12,4,0,12,28,12,36,16,41,4,192,12,32,16,24,0,28
2017,3,23,10,24,122,28,20,12,0,28,24,8,24,8,36,20,77,20,16,73,16,24,49
2017,3,23,11,36,90,45,8,12,0,20,20,8,45,4,24,16,155,4,12,49,20,8,90
2017,3,23,12,12,86,90,77,28,0,114,4,16,36,16,12,32,364,12,36,69,32,12,61
2017,3,23,13,36,94,86,24,12,0,147,12,8,24,16,12,20,172,16,8,20,12,16,57
2017,3,23,14,20,57,77,61,8,4,106,20,12,45,16,0,20,426,20,8,16,57,24,32
2017,3,23,15,8,41,86,16,0,0,69,20,12,28,12,0,12,250,20,12,41,61,28,41
2017,3,23,16,4,12,41,20,0,4,4,16,4,53,53,12,20,98,32,53,53,53,16,32
2017,3,23,17,0,32,82,28,12,0,24,0,20,73,36,8,16,53,36,20,73,12,24,77
2017,3,23,18,12,8,73,32,24,0,28,0,8,53,45,4,20,45,20,36,69,8,8,28
2017,3,23,19,32,53,135,12,8,0,28,16,24,49,28,16,57,77,53,32,12,4,28,8
2017,3,23,20,45,12,73,20,0,0,4,24,20,45,12,12,12,98,24,24,41,0,4,24
2017,3,23,21,57,12,57,36,0,0,8,24,28,49,28,12,90,98,28,12,49,4,28,16
2017,3,23,22,28,8,118,16,16,0,12,32,4,45,16,16,65,90,16,12,20,20,8,53
2017,3,23,23,4,41,24,12,8,0,12,20,4,32,0,12,69,82,28,12,24,53,36,41
2017,3,23,24,0,12,41,45,8,0,16,32,12,41,12,12,53,45,0,8,32,24,0,28
2017,3,24,1,8,28,45,20,0,8,4,36,4,53,36,0,45,32,12,24,20,0,12,41
2017,3,24,2,28,49,135,20,12,0,12,53,12,49,32,12,53,82,28,8,12,12,12,20
2017,3,24,3,12,28,94,49,4,0,0,57,41,24,24,41,24,135,12,12,12,20,12,4
2017,3,24,4,12,16,82,57,4,0,4,20,16,16,4,45,49,135,16,24,12,12,8,16
2017,3,24,5,61,49,69,16,16,0,36,16,4,20,8,20,16,110,20,20,8,4,12,16
2017,3,24,6,36,20,65,8,12,0,12,16,4,20,12,12,49,98,32,0,4,28,8,12
2017,3,24,7,36,69,61,0,12,0,4,12,8,69,28,36,20,94,24,12,8,8,4,12
2017,3,24,8,45,65,45,16,12,4,45,28,12,127,12,57,32,28,12,28,24,12,16,20
2017,3,24,9,4,49,41,12,4,0,73,8,12,127,12,65,36,4,12,12,45,12,16,28
2017,3,24,10,28,192,36,41,20,0,45,4,16,90,24,41,49,53,8,16,69,12,16,24
2017,3,24,11,24,49,77,41,4,0,82,20,45,110,24,4,28,446,8,8,61,41,32,36
2017,3,24,12,28,53,127,110,12,0,98,0,28,184,61,4,36,225,16,20,73,12,41,49
2017,3,24,13,36,106,188,49,4,0,82,4,16,200,98,8,53,459,8,28,77,57,45,86
2017,3,24,14,20,155,127,41,0,4,53,4,36,147,49,16,86,270,12,69,114,65,65,131
2017,3,24,15,8,77,69,53,0,4,86,0,53,110,49,4,57,151,8,49,254,73,73,98
2017,3,24,16,20,86,86,8,16,4,24,0,12,122,41,16,53,184,24,69,114,127,53,135
2017,3,24,17,8,24,57,4,16,57,86,0,45,77,12,4,32,192,8,24,77,57,41,65
2017,3,24,18,8,53,32,0,16,0,8,0,12,82,16,16,32,106,0,45,36,57,49,69
2017,3,24,19,8,12,77,24,32,20,8,4,20,49,16,4,45,122,12,0,45,36,32,57
2017,3,24,20,4,32,41,12,20,8,4,0,8,53,16,8,20,135,8,8,32,36,24,32
2017,3,24,21,0,4,61,4,4,0,0,4,4,8,8,4,4,49,0,4,20,8,12,24
2017,3,24,22,0,16,49,28,4,0,16,4,8,8,8,4,8,20,4,4,16,4,4,4
2017,3,24,23,8,8,45,16,4,0,4,0,0,8,20,0,8,32,4,4,16,0,4,8
2017,3,24,24,12,8,20,20,8,0,0,0,8,20,16,0,0,12,8,0,12,4,4,4
2017,3,25,1,8,16,12,0,12,0,0,4,0,16,4,4,4,20,4,8,28,8,8,0
2017,3,25,2,8,16,16,0,8,0,0,0,8,12,16,4,4,0,4,4,32,0,4,12
2017,3,25,3,8,8,8,4,4,0,4,4,0,28,8,4,28,0,12,0,12,8,4,8
2017,3,25,4,8,8,49,20,8,0,12,8,0,12,12,0,4,4,4,4,16,4,4,4
2017,3,25,5,8,4,32,0,0,0,4,0,0,8,4,4,4,8,12,4,20,0,0,4
2017,3,25,6,12,16,20,0,0,4,0,4,4,12,4,0,8,8,4,8,12,8,4,4
2017,3,25,7,12,20,4,0,0,0,8,20,4,12,0,4,4,36,12,0,12,0,0,4
2017,3,25,8,12,20,8,20,4,0,0,0,8,53,4,4,0,45,0,0,24,4,4,4
2017,3,25,9,0,28,90,12,0,8,32,0,4,24,4,8,41,82,0,8,24,12,4,12
2017,3,25,10,4,24,77,4,4,0,69,16,8,36,4,8,24,8,4,0,16,8,0,36
2017,3,25,11,12,32,73,16,4,4,45,4,8,4,8,20,28,41,12,8,16,36,0,20
2017,3,25,12,8,12,57,24,8,16,49,12,20,20,20,16,20,24,24,8,4,65,4,12
2017,3,25,13,8,36,16,28,24,12,57,12,8,12,16,8,49,94,36,20,12,16,12,8
2017,3,25,14,8,20,41,8,12,20,20,16,20,16,12,28,24,82,8,4,49,24,16,45
2017,3,25,15,4,41,16,24,16,12,12,4,20,8,12,20,36,127,16,20,12,12,20,16
2017,3,25,16,12,8,24,8,20,20,12,4,28,12,4,16,49,20,36,0,12,4,12,12
2017,3,25,17,16,32,32,86,16,32,12,0,16,0,4,12,12,8,8,24,45,0,4,4
2017,3,25,18,4,53,16,36,24,36,12,12,32,16,12,0,16,4,16,8,12,12,8,0
2017,3,25,19,4,12,49,20,16,28,20,8,32,20,16,0,12,8,28,8,16,24,0,16
2017,3,25,20,0,28,49,12,28,86,82,0,0,8,4,0,4,12,16,8,36,0,4,8
2017,3,25,21,4,12,28,32,28,69,20,24,12,0,8,0,12,8,4,4,41,8,0,8
2017,3,25,22,24,8,49,8,57,53,41,20,12,0,8,0,0,4,0,0,8,0,0,4
2017,3,25,23,4,0,16,24,41,8,28,4,0,4,8,0,4,4,4,12,16,4,0,4
2017,3,25,24,16,0,32,49,32,12,32,20,4,16,20,0,0,20,4,0,4,20,0,12
2017,3,26,1,0,4,45,41,32,36,65,4,8,16,20,4,8,8,12,8,16,4,0,12
2017,3,26,2,4,4,20,41,32,20,45,16,8,24,69,0,4,0,0,24,0,8,4,0
2017,3,26,3,0,4,49,32,24,0,69,41,20,16,36,8,0,24,4,8,0,4,8,4
2017,3,26,4,4,4,41,49,45,28,57,32,8,4,20,8,0,28,4,0,8,4,4,0
2017,3,26,5,16,16,24,69,20,8,45,36,4,0,12,0,0,24,4,0,0,8,0,0
2017,3,26,6,12,4,45,57,24,32,16,0,0,-9998,-9998,4,0,20,0,0,-9998,0,0,0
2017,3,26,7,12,4,69,24,28,65,4,0,0,-9998,-9998,0,0,8,0,0,-9998,0,0,0
2017,3,26,8,0,0,77,4,28,-9998,0,0,0,0,-9998,8,16,8,0,4,-9998,0,0,0
2017,3,26,9,0,20,53,0,16,-9998,0,0,4,0,0,12,8,4,0,0,0,0,0,0
2017,3,26,10,0,16,16,4,8,-9998,0,0,0,0,0,8,0,8,0,0,0,0,0,0
2017,3,26,11,0,28,24,0,0,-9998,0,0,0,0,0,12,0,0,0,0,0,0,0,0
2017,3,26,12,0,20,16,73,8,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,3,26,13,4,8,0,90,8,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,3,26,14,8,16,28,45,4,-9998,0,0,4,0,4,0,0,4,0,4,0,0,0,0
2017,3,26,15,0,4,4,45,8,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,3,26,16,4,0,16,24,8,-9998,0,0,0,0,0,0,4,0,0,0,4,0,0,0
2017,3,26,17,0,0,4,32,0,-9998,0,0,0,0,0,0,12,0,4,0,0,0,0,0
2017,3,26,18,0,4,8,4,0,-9998,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2017,3,26,19,4,8,0,4,4,-9998,0,0,0,0,0,0,0,0,0,0,0,8,4,0
2017,3,26,20,4,0,0,8,0,-9998,4,8,8,0,0,0,0,4,0,0,0,0,0,0
2017,3,26,21,0,4,0,0,4,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,3,26,22,0,0,0,0,4,-9998,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,3,26,23,0,4,0,16,0,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,3,26,24,0,0,0,0,4,-9998,0,0,0,0,0,0,0,0,0,0,4,0,0,0
2017,3,27,1,0,0,4,0,-9998,-9998,4,0,0,0,-9998,0,0,0,0,0,0,0,0,0
2017,3,27,2,0,0,0,0,36,-9998,0,0,0,0,-9998,0,0,0,0,0,4,0,0,0
2017,3,27,3,0,0,0,0,-9998,-9998,0,0,0,0,-9998,0,0,4,0,0,8,0,0,0
2017,3,27,4,8,0,0,0,-9998,-9998,0,0,0,0,-9998,0,8,0,0,0,0,0,0,0
2017,3,27,5,4,-9998,0,-9998,-9998,-9998,0,0,-9998,0,-9998,0,0,0,0,-9998,4,0,0,0
2017,3,27,6,0,-9998,0,-9998,-9998,-9998,0,0,0,0,-9998,-9998,-9998,0,0,-9998,0,-9998,0,4
2017,3,27,7,0,-9998,0,-9998,-9998,-9998,0,0,-9998,65,-9998,-9998,-9998,-9998,-9998,4,0,0,-9998,0
2017,3,27,8,-9998,0,-9998,-9998,-9998,-9998,0,-9998,0,0,4,0,-9998,-9998,-9998,0,0,0,0,4
2017,3,27,9,0,0,0,0,-9998,-9998,0,0,0,0,0,0,0,-9998,0,0,4,0,0,0
2017,3,27,10,0,0,0,0,-9998,-9998,90,0,0,0,0,0,0,-9998,0,0,4,0,0,0
2017,3,27,11,0,0,0,0,-9998,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,3,27,12,0,0,0,0,0,-9998,0,4,0,0,0,0,0,0,0,0,0,0,0,4
2017,3,27,13,0,0,0,0,0,12,4,4,0,0,4,0,0,8,0,0,0,0,0,4
2017,3,27,14,0,0,0,4,0,172,28,12,0,0,0,0,0,0,0,0,12,4,4,8
2017,3,27,15,0,0,4,8,4,12,110,0,12,16,8,0,0,0,0,4,28,12,0,4
2017,3,27,16,4,0,4,4,8,8,102,0,0,90,32,0,0,0,0,20,20,8,0,4
2017,3,27,17,0,12,4,41,4,16,102,0,8,114,45,8,8,20,0,4,53,4,8,4
2017,3,27,18,0,24,16,32,0,8,118,16,4,131,57,8,12,65,0,8,86,8,4,32
2017,3,27,19,0,20,8,20,4,0,57,20,4,102,57,8,12,143,4,16,69,36,0,16
2017,3,27,20,0,8,4,4,8,4,20,20,8,73,61,32,28,143,8,8,28,4,4,20
2017,3,27,21,12,8,8,8,4,0,53,20,4,45,24,0,28,45,16,4,12,0,0,36
2017,3,27,22,0,4,4,8,8,4,4,12,12,28,4,32,16,49,4,12,4,4,4,41
2017,3,27,23,0,8,4,0,4,8,8,12,8,12,28,4,0,8,0,4,16,4,4,69
2017,3,27,24,0,0,4,8,8,0,0,12,8,24,4,4,8,8,4,45,4,0,4,61
2017,3,28,1,0,8,24,0,0,0,0,4,0,20,20,0,12,0,0,73,16,4,0,213
2017,3,28,2,0,8,4,4,0,4,0,8,16,16,0,0,4,0,0,28,8,0,12,41
2017,3,28,3,4,0,8,0,0,0,0,16,0,28,4,0,0,8,0,8,16,12,4,53
2017,3,28,4,0,4,4,4,0,8,12,20,0,57,4,4,0,8,0,41,0,0,0,16
2017,3,28,5,0,12,45,0,0,0,4,16,4,45,20,0,0,0,0,20,4,8,8,45
2017,3,28,6,0,0,20,8,4,8,20,20,16,36,4,12,4,4,0,12,16,8,4,32
2017,3,28,7,0,4,28,16,4,0,16,16,12,12,0,16,12,233,0,8,12,8,0,20
2017,3,28,8,4,16,12,16,4,0,24,16,16,28,8,0,8,135,8,16,20,8,8,12
2017,3,28,9,4,20,65,45,20,0,12,16,8,36,36,8,8,278,0,0,32,16,8,12
2017,3,28,10,8,41,82,4,20,4,102,20,24,32,16,12,16,164,8,16,41,0,4,12
2017,3,28,11,32,41,122,36,16,4,118,12,8,12,12,16,8,122,8,4,86,16,4,4
2017,3,28,12,24,53,131,24,8,16,94,8,0,36,32,12,12,102,12,16,49,20,4,8
2017,3,28,13,49,12,106,24,4,12,114,20,24,32,53,0,4,118,16,0,45,24,0,0
2017,3,28,14,28,28,86,41,16,0,155,12,24,65,16,12,4,373,0,24,36,45,0,8
2017,3,28,15,16,12,77,36,28,0,131,20,28,53,110,0,8,77,4,8,20,28,8,0
2017,3,28,16,20,12,61,98,32,0,24,41,12,28,94,4,0,28,12,20,49,12,4,8
2017,3,28,17,12,82,217,49,16,4,61,32,53,20,12,4,12,16,16,8,65,0,8,4
2017,3,28,18,16,168,168,94,41,24,65,16,20,12,8,8,12,41,16,4,4,16,20,4
2017,3,28,19,16,36,151,53,49,16,94,12,16,4,24,0,0,196,0,0,12,20,0,0
2017,3,28,20,16,16,57,36,0,12,65,12,20,0,12,0,0,4,0,4,4,0,0,12
2017,3,28,21,12,16,20,32,0,12,4,28,12,4,8,0,0,16,0,4,0,0,0,8
2017,3,28,22,4,4,36,8,0,-9998,0,8,8,8,28,0,0,12,0,4,8,0,0,24
2017,3,28,23,0,8,49,0,0,16,77,0,8,0,16,0,0,8,0,4,4,4,0,4
2017,3,28,24,8,8,28,0,0,8,41,4,0,8,8,0,0,4,0,8,0,0,4,16
2017,3,29,1,0,8,24,0,0,20,49,0,0,28,8,0,4,32,0,20,0,0,0,4
2017,3,29,2,8,12,12,4,0,12,61,4,0,0,0,20,8,45,0,4,0,12,0,24
2017,3,29,3,0,0,0,0,0,8,57,12,0,0,8,0,12,12,0,0,0,0,16,4
2017,3,29,4,0,0,8,4,0,4,12,0,0,0,4,0,12,4,0,4,0,0,0,16
2017,3,29,5,0,4,4,4,0,8,20,4,4,0,8,4,16,4,0,0,0,4,4,4
2017,3,29,6,0,8,8,8,0,0,28,24,8,0,0,0,8,0,0,8,0,0,0,4
2017,3,29,7,8,16,24,0,0,4,8,20,4,8,8,4,4,32,0,20,0,12,0,20
2017,3,29,8,0,164,65,32,0,0,8,12,12,4,4,20,0,155,4,41,12,36,4,16
2017,3,29,9,20,258,32,24,0,0,65,12,45,73,28,20,8,217,12,16,12,12,4,20
