年,月,日,時,水戸石川一般環境大気測定局,独立行政法人国立環境研究所,日立市消防本部,宇都宮市中央生涯学習センター,栃木県庁那須庁舎,日光市役所第４庁舎,群馬県衛生環境研究所,館林保健福祉事務所,さいたま市役所,飯能市役所,熊谷市保健センター,東邦大学,千葉県環境研究センター,印旛健康福祉センター成田支所,君津市糠田測定局,東京都多摩小平保健所,新宿区役所第二分庁舎,神奈川県庁第二分庁舎,川崎生命科学・環境研究センター,神奈川県環境科学センター
2019,2,11,14,8,4,4,4,0,4,4,,4,8,8,0,4,0,0,4,8,0,4,4
2019,2,11,15,0,4,8,4,4,4,16,0,12,16,0,4,4,12,0,0,16,8,0,8
2019,2,11,16,0,0,4,0,0,8,24,4,0,8,8,0,4,12,4,4,8,4,0,8
2019,2,11,17,0,0,0,16,0,8,20,12,8,12,12,0,4,20,8,0,4,8,0,8
2019,2,11,18,0,4,0,4,8,0,16,4,0,8,8,0,0,16,4,0,8,0,0,4
2019,2,11,19,4,8,16,12,12,12,28,12,8,12,4,0,0,16,4,4,0,0,0,16
2019,2,11,20,8,8,4,8,24,0,24,24,0,4,16,4,4,8,12,4,0,4,0,20
2019,2,11,21,4,8,8,4,4,4,32,8,8,0,4,4,0,12,4,0,12,0,0,36
2019,2,11,22,0,12,0,0,8,0,4,16,4,0,12,4,4,12,0,4,20,8,4,16
2019,2,11,23,4,0,4,0,4,0,12,8,0,0,24,4,4,4,4,0,12,12,4,4
2019,2,11,24,4,4,0,4,4,0,0,12,4,0,4,4,0,12,4,0,4,0,0,12
2019,2,12,1,0,4,4,0,4,0,0,20,0,8,4,4,4,12,8,0,20,4,4,4
2019,2,12,2,0,12,0,0,4,0,0,8,8,0,20,0,0,8,4,0,4,4,4,0
2019,2,12,3,0,4,12,0,0,4,8,0,0,0,4,0,4,0,0,0,12,12,0,4
2019,2,12,4,4,0,8,0,0,0,4,8,0,4,0,0,0,24,0,4,4,8,0,0
2019,2,12,5,0,12,0,0,0,4,0,4,16,4,4,0,4,8,0,4,20,4,0,8
2019,2,12,6,0,0,4,0,0,0,0,0,0,8,0,0,0,8,16,4,12,12,4,0
2019,2,12,7,4,4,4,8,0,4,0,0,0,0,0,0,0,4,32,4,8,8,0,0
2019,2,12,8,4,16,0,8,4,0,4,0,0,4,0,0,12,41,28,0,0,4,0,8
2019,2,12,9,12,8,0,0,4,12,8,0,8,0,4,0,8,16,4,0,20,0,4,8
2019,2,12,10,0,8,8,45,4,0,49,0,0,4,0,4,4,12,12,0,12,12,4,12
2019,2,12,11,4,8,20,16,0,8,24,4,8,8,0,0,4,8,4,4,24,8,0,4
2019,2,12,12,4,8,16,12,4,0,36,0,0,8,0,4,4,12,8,0,4,16,0,12
2019,2,12,13,8,16,16,12,4,0,8,4,8,8,4,0,4,28,16,0,4,20,4,12
2019,2,12,14,0,8,12,16,0,8,36,4,8,24,0,4,28,8,16,4,24,4,4,16
2019,2,12,15,4,8,4,4,0,0,82,0,12,16,0,32,45,20,24,12,24,12,4,4
2019,2,12,16,0,0,4,0,4,0,53,0,4,16,0,12,143,20,28,16,28,20,0,4
2019,2,12,17,8,0,8,53,12,0,20,4,20,16,4,8,41,32,20,12,41,32,8,28
2019,2,12,18,0,8,4,4,0,4,8,32,12,4,12,24,24,28,20,16,36,20,0,32
2019,2,12,19,4,4,4,16,4,4,4,8,4,16,4,16,4,32,20,4,53,4,0,32
2019,2,12,20,4,16,4,0,0,4,8,20,4,8,4,12,8,36,8,4,36,16,0,36
2019,2,12,21,8,8,4,8,0,4,0,16,0,16,12,8,24,20,0,4,24,24,0,28
2019,2,12,22,0,16,4,4,0,8,8,24,12,4,8,12,12,16,0,4,20,49,0,12
2019,2,12,23,0,12,8,8,0,0,0,49,0,0,0,12,8,20,0,4,20,4,0,12
2019,2,12,24,4,4,4,8,0,0,4,28,8,16,16,16,12,12,16,8,16,16,12,8
2019,2,13,1,0,12,0,4,0,0,0,12,8,4,12,0,8,8,24,0,8,16,12,4
2019,2,13,2,0,4,0,4,0,0,0,45,0,16,8,0,12,12,12,8,0,12,4,8
2019,2,13,3,4,4,12,0,0,4,0,8,4,12,8,8,0,16,12,0,16,20,0,4
2019,2,13,4,8,0,0,8,0,4,8,16,4,0,0,0,12,12,12,4,8,8,0,16
2019,2,13,5,0,4,8,0,0,4,8,12,0,4,4,8,0,16,8,0,12,20,0,8
2019,2,13,6,0,0,16,8,0,0,4,12,0,8,0,0,-9998,20,0,4,32,4,0,8
2019,2,13,7,0,12,12,0,0,0,0,8,4,4,12,8,4,-9998,-9998,8,0,4,4,12
2019,2,13,8,0,8,12,0,4,0,0,32,0,12,8,8,-9998,0,0,8,0,8,0,20
2019,2,13,9,4,8,8,20,4,0,8,16,8,4,12,12,4,20,0,8,8,4,0,20
2019,2,13,10,4,0,16,12,4,4,4,12,8,12,16,8,0,16,4,4,8,16,0,16
2019,2,13,11,0,36,0,4,0,0,0,8,4,8,8,4,12,8,12,16,24,8,0,24
2019,2,13,12,4,49,12,12,4,0,8,20,4,20,4,12,24,41,16,8,24,8,4,16
2019,2,13,13,0,24,12,8,8,12,0,20,8,8,12,4,8,12,8,8,12,12,0,8
2019,2,13,14,0,16,8,16,4,4,8,4,16,16,4,4,12,20,4,4,20,16,4,20
2019,2,13,15,0,4,4,8,0,12,12,4,16,4,0,8,12,16,12,12,53,16,8,12
2019,2,13,16,24,8,16,24,8,8,8,0,8,4,4,16,8,16,8,8,49,4,4,12
2019,2,13,17,0,8,8,0,8,0,20,4,12,12,8,8,12,20,8,8,32,12,0,4
2019,2,13,18,12,8,12,4,8,16,8,8,16,12,8,0,12,8,4,8,36,28,0,12
2019,2,13,19,12,4,20,12,4,12,8,16,8,4,0,0,4,16,24,12,41,4,0,41
2019,2,13,20,0,16,8,8,0,12,8,8,45,4,0,4,0,20,8,16,24,4,4,57
2019,2,13,21,0,8,0,12,4,8,4,0,0,4,0,0,8,4,4,4,45,12,0,65
2019,2,13,22,0,4,0,0,0,12,0,12,16,4,4,0,12,4,4,4,20,0,0,16
2019,2,13,23,0,8,16,8,0,0,8,16,8,12,4,0,4,16,4,4,12,8,0,20
2019,2,13,24,0,4,0,4,0,0,0,4,12,4,4,0,8,4,16,4,20,16,0,4
2019,2,14,1,0,16,8,0,0,8,0,0,0,4,4,0,4,4,16,0,8,16,0,8
2019,2,14,2,0,4,0,4,0,0,4,4,0,4,0,4,0,12,4,4,0,24,0,8
2019,2,14,3,4,12,0,16,0,0,4,32,16,4,0,8,8,16,4,4,8,4,4,4
2019,2,14,4,0,0,16,12,0,0,0,16,0,8,4,4,12,8,16,4,12,12,4,12
2019,2,14,5,0,4,16,0,0,4,0,0,0,0,0,4,8,16,24,0,28,16,0,8
2019,2,14,6,0,4,0,0,0,8,0,4,8,12,0,0,8,16,12,0,12,20,4,0
2019,2,14,7,0,0,8,8,4,0,0,8,0,8,0,0,4,16,16,4,8,12,8,0
2019,2,14,8,8,24,8,4,0,0,8,4,0,4,0,4,8,8,28,0,4,12,0,4
2019,2,14,9,0,0,0,4,16,0,12,4,0,20,0,8,8,16,16,4,0,20,8,4
2019,2,14,10,4,20,0,0,0,4,4,16,4,36,4,8,8,28,16,8,28,4,0,12
2019,2,14,11,8,12,4,8,8,4,8,24,8,28,0,8,4,8,8,0,16,8,0,4
2019,2,14,12,0,4,8,4,8,8,8,20,0,20,0,0,16,49,8,0,24,12,8,8
2019,2,14,13,,,,,,,,,,,,,,,,,,,,
2019,2,14,14,,,,,,,,,,,,,,,,,,,,
2019,2,14,15,,,,,,,,,,,,,,,,,,,,
2019,2,14,16,4,32,8,16,0,0,12,8,0,20,0,16,28,49,24,4,20,36,0,16
2019,2,14,17,0,12,8,12,0,0,32,4,0,20,12,4,36,49,12,4,16,12,4,4
2019,2,14,18,4,32,4,16,0,0,12,16,8,0,0,12,32,69,28,8,20,20,0,36
2019,2,14,19,0,20,0,12,8,4,16,4,8,4,0,0,20,49,36,0,24,36,4,8
2019,2,14,20,4,12,0,12,0,0,8,4,0,4,0,16,4,20,24,0,8,8,8,20
2019,2,14,21,4,0,4,8,0,12,4,8,0,4,4,8,4,24,16,0,16,12,0,4
2019,2,14,22,0,8,0,12,8,0,0,0,4,0,0,16,32,20,12,0,4,0,0,4
2019,2,14,23,0,8,8,4,4,8,4,12,0,0,4,8,28,28,0,0,8,12,0,4
2019,2,14,24,0,16,0,0,4,4,0,16,0,4,0,12,24,16,8,0,4,4,0,0
2019,2,15,1,0,0,4,4,0,0,0,0,0,8,0,4,20,20,4,0,4,0,0,4
2019,2,15,2,0,12,0,8,0,0,0,0,4,0,4,8,20,4,8,0,0,8,0,4
2019,2,15,3,4,12,0,4,0,0,0,16,4,4,4,12,0,8,0,0,8,4,4,0
2019,2,15,4,8,0,4,4,0,0,0,8,0,0,0,4,12,0,4,0,4,8,4,8
2019,2,15,5,0,8,0,8,0,0,49,4,0,4,8,0,8,0,4,4,4,0,0,4
2019,2,15,6,0,8,8,0,0,0,69,8,4,0,0,4,16,8,8,4,8,4,0,0
2019,2,15,7,4,16,4,4,0,4,8,4,4,4,12,8,8,20,4,4,8,4,4,12
2019,2,15,8,4,8,12,4,12,8,16,4,16,4,4,4,12,12,4,4,12,8,8,12
2019,2,15,9,0,12,4,12,0,4,16,8,8,4,12,4,12,16,12,0,4,12,0,16
2019,2,15,10,0,28,0,4,4,0,20,8,12,4,4,24,24,12,12,4,4,24,0,4
2019,2,15,11,4,20,0,0,0,0,16,32,16,4,4,4,61,32,16,4,32,8,0,8
2019,2,15,12,4,16,16,20,0,4,8,0,16,0,0,45,12,16,49,0,65,-9998,0,12
2019,2,15,13,4,45,0,0,4,4,16,0,20,12,4,0,4,16,-9998,12,12,0,0,0
2019,2,15,14,0,4,24,8,4,4,8,4,20,8,4,8,8,12,0,4,16,0,0,4
2019,2,15,15,0,4,8,4,0,16,28,8,8,0,8,0,0,8,0,0,8,0,0,12
2019,2,15,16,0,4,8,12,0,16,20,12,16,4,4,0,0,4,0,0,0,0,0,4
2019,2,15,17,4,12,8,94,0,12,12,24,8,12,4,0,4,16,0,0,12,12,0,4
2019,2,15,18,4,0,8,8,8,12,61,16,0,16,8,4,4,28,8,4,8,4,0,8
2019,2,15,19,4,16,8,16,4,12,28,20,8,8,20,12,0,12,4,8,8,4,0,0
2019,2,15,20,0,24,4,24,4,32,82,16,8,12,32,0,0,20,0,4,36,4,4,16
2019,2,15,21,0,4,0,24,4,4,45,36,12,12,28,4,0,16,0,8,4,8,0,8
2019,2,15,22,0,4,8,8,16,4,24,24,4,0,28,0,20,24,0,4,12,16,4,12
2019,2,15,23,0,12,4,8,12,0,28,4,12,8,20,8,4,16,0,12,24,16,4,4
2019,2,15,24,8,4,4,8,8,8,16,8,20,0,4,0,4,12,0,0,20,12,0,12
2019,2,16,1,4,4,8,12,4,0,20,16,4,0,24,8,16,20,0,0,12,16,0,8
2019,2,16,2,4,0,0,8,8,4,24,12,4,4,20,12,0,24,4,8,20,8,0,8
2019,2,16,3,4,24,4,8,0,8,36,12,4,4,12,8,8,16,0,8,24,8,4,12
2019,2,16,4,8,0,12,8,0,0,28,20,12,0,28,12,8,20,0,4,36,16,4,16
2019,2,16,5,8,0,8,0,8,8,49,8,12,0,16,16,0,28,4,0,36,41,0,32
2019,2,16,6,8,8,0,4,8,8,16,16,4,0,16,45,16,24,24,0,12,24,8,12
2019,2,16,7,4,0,4,8,4,4,8,8,12,8,16,28,28,20,4,16,8,12,12,20
2019,2,16,8,8,24,4,8,4,8,28,28,4,0,16,4,12,32,45,16,36,36,4,12
2019,2,16,9,0,16,12,4,0,8,16,24,8,16,8,28,20,49,57,4,24,16,4,20
2019,2,16,10,8,12,4,8,8,4,20,41,20,16,12,12,12,24,36,12,41,28,8,24
2019,2,16,11,12,12,8,0,0,12,49,8,4,8,16,0,16,20,8,12,16,24,4,20
2019,2,16,12,0,12,4,12,12,0,24,8,12,16,8,8,16,20,20,4,49,24,4,12
2019,2,16,13,8,16,4,4,0,0,65,4,4,20,20,8,24,28,8,4,24,32,12,20
2019,2,16,14,4,12,0,8,0,0,73,12,8,28,4,12,12,24,8,4,24,12,4,8
2019,2,16,15,4,4,16,41,0,4,86,12,4,32,12,8,8,20,0,12,28,45,8,20
2019,2,16,16,8,12,20,20,4,0,135,8,16,49,4,16,4,28,8,0,28,8,4,8
2019,2,16,17,4,16,4,24,4,12,57,4,8,32,4,4,16,36,28,16,36,12,0,8
2019,2,16,18,0,0,4,12,0,0,36,8,16,28,12,20,8,45,12,4,49,61,8,20
2019,2,16,19,0,16,12,4,4,0,16,4,0,8,4,4,8,4,20,4,36,45,0,36
2019,2,16,20,0,20,24,4,4,0,8,0,16,8,8,4,16,24,32,4,28,12,8,28
2019,2,16,21,4,12,20,4,0,0,8,0,12,16,12,4,16,36,12,0,24,0,0,24
2019,2,16,22,16,4,20,4,0,0,0,0,0,8,0,4,8,41,12,4,4,12,4,12
2019,2,16,23,4,8,0,0,0,8,4,0,4,4,4,0,20,57,49,4,12,4,4,0
2019,2,16,24,12,20,8,24,4,0,0,0,0,12,0,4,8,24,41,4,4,8,0,4
2019,2,17,1,4,32,0,8,8,0,0,0,0,12,0,0,0,57,28,0,4,4,12,4
2019,2,17,2,0,53,0,12,0,4,4,8,0,4,4,0,0,225,28,0,0,0,8,0
2019,2,17,3,0,69,4,8,16,4,0,0,4,28,0,4,4,278,41,0,4,16,4,8
2019,2,17,4,0,12,8,4,4,0,0,0,4,16,0,0,8,61,24,4,24,8,4,16
2019,2,17,5,0,12,4,0,0,0,0,0,0,0,0,12,4,20,28,0,0,8,0,20
2019,2,17,6,4,16,0,0,0,0,0,0,0,8,0,4,0,24,20,0,8,4,0,16
2019,2,17,7,12,12,12,4,0,0,0,0,0,4,0,4,12,32,57,4,0,8,0,24
2019,2,17,8,4,12,4,4,0,0,0,4,0,4,0,0,4,8,32,4,8,8,0,12
2019,2,17,9,12,4,16,0,0,4,0,20,0,8,4,12,0,12,16,4,4,4,0,4
2019,2,17,10,0,12,8,0,4,0,4,32,4,12,0,8,4,41,20,4,12,4,4,8
2019,2,17,11,0,12,8,16,4,0,20,32,12,0,0,8,4,41,20,0,20,0,0,8
2019,2,17,12,0,32,4,12,8,0,20,12,8,4,4,0,8,53,16,12,16,4,4,16
2019,2,17,13,4,28,12,0,0,0,36,8,0,24,4,0,20,61,8,4,20,0,8,49
2019,2,17,14,4,8,4,0,4,0,0,0,4,32,0,0,16,110,36,4,36,32,0,16
2019,2,17,15,0,8,4,4,4,0,8,4,0,4,4,0,16,36,36,0,24,16,0,8
2019,2,17,16,0,32,8,8,0,4,4,8,16,12,4,4,12,57,8,0,20,16,4,32
2019,2,17,17,4,20,12,20,0,8,4,12,0,12,0,0,32,69,24,8,16,20,4,41
2019,2,17,18,16,32,20,0,0,8,4,0,4,16,4,8,12,32,24,8,24,32,4,77
2019,2,17,19,8,8,8,4,0,0,4,0,4,12,12,0,36,41,4,4,12,24,4,53
2019,2,17,20,8,4,12,8,0,0,12,4,4,12,0,4,12,53,16,4,24,12,4,32
2019,2,17,21,12,12,16,4,0,0,12,0,4,12,0,4,12,41,12,4,4,0,4,16
2019,2,17,22,0,32,0,8,0,0,0,0,0,4,8,0,4,8,45,4,4,4,0,16
2019,2,17,23,0,12,4,12,0,4,0,4,0,4,4,0,4,32,135,0,4,0,0,12
2019,2,17,24,0,0,16,0,0,0,0,4,0,4,0,0,0,4,49,8,12,4,0,16
2019,2,18,1,4,4,4,4,4,0,0,0,12,4,0,0,0,4,4,0,8,4,4,32
2019,2,18,2,0,4,0,12,0,4,4,0,0,0,0,0,0,0,16,0,4,0,0,28
2019,2,18,3,0,8,0,4,4,0,0,0,0,8,0,8,0,16,8,0,0,0,0,53
2019,2,18,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,12
2019,2,18,5,0,4,4,0,4,4,4,0,0,0,4,0,12,4,0,0,12,0,0,16
2019,2,18,6,0,8,8,0,4,0,0,0,0,0,0,4,0,12,0,0,0,0,0,20
2019,2,18,7,4,8,12,0,8,0,0,4,4,0,4,4,4,0,0,0,4,0,0,16
2019,2,18,8,16,20,12,12,4,4,4,4,4,4,8,8,16,12,0,4,8,4,0,53
2019,2,18,9,16,8,45,24,8,8,0,16,8,8,20,12,4,20,0,8,12,8,8,57
2019,2,18,10,8,4,28,110,0,8,12,4,0,4,4,8,12,24,20,0,12,12,0,53
2019,2,18,11,4,8,24,8,8,0,16,8,0,12,4,12,8,24,8,8,8,4,0,20
2019,2,18,12,0,24,8,12,0,4,16,0,4,8,0,0,8,28,4,4,8,8,0,32
2019,2,18,13,0,24,0,8,4,4,12,4,4,4,4,0,0,20,16,4,4,4,0,8
2019,2,18,14,12,20,4,4,4,16,16,8,8,4,16,4,4,24,12,8,8,12,4,12
2019,2,18,15,8,24,4,0,4,4,8,16,24,0,0,8,4,28,4,16,12,32,0,4
2019,2,18,16,12,32,8,24,8,12,4,0,24,4,8,4,8,8,28,12,45,4,0,4
2019,2,18,17,4,45,4,16,4,16,4,8,16,4,8,8,12,12,32,0,45,16,12,20
2019,2,18,18,8,28,24,16,0,12,8,16,8,28,8,8,12,49,24,16,57,16,0,20
2019,2,18,19,24,20,28,36,16,8,4,20,8,32,8,16,32,65,8,20,41,4,0,24
2019,2,18,20,20,28,4,4,4,8,4,53,16,16,4,12,32,8,20,28,49,8,0,0
2019,2,18,21,45,28,32,8,12,12,20,36,4,12,90,8,8,41,0,20,28,16,0,0
2019,2,18,22,16,4,8,0,4,4,8,20,20,24,20,16,0,8,4,8,24,0,0,36
2019,2,18,23,12,12,8,4,0,8,0,41,0,12,20,0,4,16,4,41,12,0,0,28
2019,2,18,24,4,8,8,4,0,4,0,28,16,8,16,4,0,16,0,16,20,4,0,45
2019,2,19,1,0,4,8,0,4,4,12,32,4,36,28,8,4,4,0,16,8,8,0,36
2019,2,19,2,0,8,4,0,12,4,12,49,24,8,8,0,8,4,0,8,0,0,0,32
2019,2,19,3,4,12,20,16,0,4,16,41,8,0,0,0,0,0,0,4,4,12,0,65
2019,2,19,4,4,12,8,12,8,0,36,53,20,12,16,0,8,24,4,0,4,4,4,61
2019,2,19,5,0,4,8,24,4,20,0,73,16,16,0,4,8,12,4,4,8,8,4,36
2019,2,19,6,4,12,12,4,4,4,16,41,16,20,12,8,16,20,4,20,4,4,4,16
2019,2,19,7,8,8,4,16,20,4,12,16,16,4,16,4,20,45,0,8,8,16,4,20
2019,2,19,8,4,12,20,12,24,4,8,32,8,4,12,4,16,28,4,12,12,12,0,24
2019,2,19,9,28,12,24,20,20,24,8,16,45,12,0,24,32,32,20,24,12,16,0,28
2019,2,19,10,24,12,20,24,16,16,16,20,16,12,41,16,28,24,41,12,20,28,0,32
2019,2,19,11,4,45,24,12,28,16,28,12,12,24,24,32,28,28,77,8,41,41,0,24
2019,2,19,12,8,57,16,32,8,0,16,57,16,16,45,28,12,73,53,8,45,36,8,41
2019,2,19,13,4,8,172,20,4,8,12,32,12,16,32,28,36,90,287,0,57,36,4,24
2019,2,19,14,8,16,49,4,4,0,16,12,28,24,12,0,12,82,426,4,24,4,4,20
2019,2,19,15,0,8,20,0,8,8,8,8,4,28,4,0,24,155,131,24,32,8,0,4
2019,2,19,16,12,0,4,0,4,0,8,24,12,28,0,0,61,164,360,32,90,8,4,12
2019,2,19,17,0,4,4,0,4,4,12,16,36,32,4,16,4,176,221,4,110,24,0,4
2019,2,19,18,8,16,4,0,0,0,4,28,16,20,45,8,4,65,32,4,20,20,0,8
2019,2,19,19,0,4,0,0,0,0,0,8,32,16,4,16,4,45,24,49,20,4,0,4
2019,2,19,20,0,8,0,4,0,0,0,4,20,0,4,0,0,24,4,16,8,0,0,4
2019,2,19,21,0,0,28,32,4,16,0,12,16,16,16,0,0,0,0,8,4,0,8,0
2019,2,19,22,4,8,16,24,4,8,0,0,32,36,4,0,4,8,4,12,4,0,0,0
2019,2,19,23,4,12,24,53,36,8,0,4,8,16,0,0,0,8,0,8,0,0,0,12
2019,2,19,24,0,12,4,36,36,0,0,8,0,4,0,0,0,0,12,12,28,0,4,16
2019,2,20,1,0,8,4,4,8,12,0,8,0,4,4,0,0,4,0,4,28,0,16,20
2019,2,20,2,0,12,16,0,16,0,0,8,0,4,4,4,0,0,0,4,4,8,0,8
2019,2,20,3,0,12,32,0,8,0,20,20,4,4,12,4,20,8,4,8,32,16,4,16
2019,2,20,4,0,0,20,0,0,0,4,4,4,0,8,20,12,20,0,12,12,32,0,24
2019,2,20,5,0,0,8,4,0,0,4,28,0,12,4,32,4,32,0,4,12,49,0,65
2019,2,20,6,4,0,4,0,0,0,0,53,0,12,4,20,20,16,20,8,12,53,8,73
2019,2,20,7,0,0,12,0,0,0,4,4,0,24,0,0,20,0,4,0,8,24,8,36
2019,2,20,8,0,8,12,4,0,8,20,4,12,28,0,0,114,8,16,57,28,24,0,0
2019,2,20,9,0,0,0,8,8,0,45,0,8,188,8,12,49,16,12,45,28,45,12,12
2019,2,20,10,0,8,8,16,0,4,8,4,4,151,8,4,20,20,106,20,36,36,8,53
2019,2,20,11,0,0,24,12,0,8,20,8,8,36,24,8,16,102,90,12,24,4,0,53
2019,2,20,12,0,4,8,12,0,0,12,28,8,86,0,20,106,213,200,4,28,28,0,57
2019,2,20,13,0,4,4,20,0,8,12,8,8,4,8,73,90,49,282,8,118,32,16,49
2019,2,20,14,0,4,8,41,0,12,12,0,20,8,4,16,12,102,159,4,192,49,0,28
2019,2,20,15,0,4,4,41,4,4,4,16,82,8,12,24,118,57,36,20,172,16,0,36
2019,2,20,16,0,0,16,20,4,8,12,20,36,12,12,28,16,32,53,4,106,32,16,49
2019,2,20,17,0,0,16,20,4,12,8,32,16,12,8,4,12,8,28,0,122,20,0,45
2019,2,20,18,0,0,8,8,0,4,32,4,8,28,4,0,8,16,0,0,41,4,0,4
2019,2,20,19,0,0,12,0,0,0,8,24,4,4,8,0,12,8,36,0,12,8,0,8
2019,2,20,20,0,0,0,0,0,4,32,0,4,16,4,0,8,16,36,0,4,4,0,12
2019,2,20,21,0,0,0,0,0,0,12,4,4,16,0,0,8,28,41,0,16,0,4,4
2019,2,20,22,0,0,0,0,4,0,0,8,0,0,0,12,28,45,16,0,20,4,4,16
2019,2,20,23,4,0,0,0,0,0,0,4,0,0,4,0,0,4,32,0,4,0,0,0
2019,2,20,24,0,0,0,0,8,0,8,0,0,0,4,0,0,4,12,0,8,0,0,0
2019,2,21,1,0,0,0,0,4,0,8,16,0,36,8,4,0,0,16,0,16,12,0,4
2019,2,21,2,0,0,0,4,4,0,24,36,0,262,0,0,0,4,0,0,8,12,0,0
2019,2,21,3,0,0,8,0,0,12,4,24,4,508,0,4,4,0,0,0,16,12,0,16
2019,2,21,4,12,0,4,12,0,4,4,32,8,225,0,0,0,0,0,16,32,0,0,77
2019,2,21,5,8,0,164,8,0,4,8,12,0,459,0,4,0,4,24,4,12,20,0,94
2019,2,21,6,32,16,155,24,0,8,0,4,0,110,0,49,49,12,122,0,0,8,4,90
2019,2,21,7,65,16,98,16,8,12,0,4,0,118,0,32,57,184,750,12,24,4,0,176
2019,2,21,8,49,8,180,20,0,4,8,4,0,147,4,41,16,414,1250,4,12,4,0,147
2019,2,21,9,45,12,262,36,4,4,12,0,4,159,8,12,8,159,840,4,12,0,8,192
2019,2,21,10,20,28,225,41,0,0,12,12,8,500,0,20,16,106,237,32,41,16,4,209
2019,2,21,11,28,8,221,28,4,12,4,4,8,352,0,4,12,90,127,41,57,73,8,418
2019,2,21,12,24,20,69,57,0,8,28,12,4,360,4,0,4,82,180,36,90,65,4,213
2019,2,21,13,8,32,94,57,4,12,8,12,0,229,0,0,16,77,106,24,45,49,8,41
2019,2,21,14,4,41,28,61,8,4,8,20,4,82,0,16,12,131,73,0,24,12,4,69
2019,2,21,15,4,20,24,24,4,16,20,12,12,45,0,20,16,397,86,0,16,8,4,49
2019,2,21,16,8,36,65,16,8,0,36,4,0,20,0,8,12,541,69,4,32,8,4,61
2019,2,21,17,0,36,16,49,0,0,16,20,0,41,4,77,45,364,69,8,16,16,12,114
2019,2,21,18,0,16,16,45,0,0,16,20,4,82,12,217,172,315,69,20,20,4,4,184
2019,2,21,19,4,24,12,28,8,8,4,24,0,41,0,512,209,340,49,0,28,20,0,86
2019,2,21,20,4,16,8,24,4,0,0,20,16,49,0,233,442,225,82,0,16,24,4,86
2019,2,21,21,4,8,28,12,0,8,0,28,4,49,0,233,434,94,94,4,0,4,0,49
2019,2,21,22,12,0,12,12,8,0,0,16,0,65,4,8,49,45,90,8,12,16,0,36
2019,2,21,23,20,8,12,20,0,0,0,4,0,24,0,24,24,28,28,0,12,4,4,20
2019,2,21,24,24,8,28,28,20,8,0,12,0,57,0,16,16,41,32,0,0,0,0,20
2019,2,22,1,12,4,8,8,24,0,0,8,0,28,0,4,12,16,32,0,8,4,4,41
2019,2,22,2,0,4,20,24,24,0,4,28,0,12,4,12,28,41,24,8,0,12,0,61
2019,2,22,3,4,0,49,12,0,4,0,45,0,28,0,0,16,57,12,0,12,4,4,65
2019,2,22,4,0,12,12,8,0,0,0,32,4,20,0,4,24,20,4,0,0,16,0,36
2019,2,22,5,0,8,69,16,0,8,0,20,0,49,0,20,24,57,28,0,4,8,0,45
2019,2,22,6,8,8,24,0,4,8,4,28,4,20,8,36,61,24,20,0,12,4,4,69
2019,2,22,7,16,8,45,4,4,0,4,24,4,16,8,16,45,65,65,4,16,8,16,57
2019,2,22,8,24,12,94,8,8,4,0,32,0,53,0,8,41,69,77,0,24,4,0,8
2019,2,22,9,16,4,102,32,12,8,8,28,4,82,8,16,12,24,90,0,28,12,0,36
2019,2,22,10,8,32,86,32,4,4,12,36,4,28,0,65,53,77,90,4,41,16,4,24
2019,2,22,11,57,8,53,32,8,4,41,41,4,16,4,32,41,86,57,0,45,20,12,16
2019,2,22,12,12,28,147,28,4,0,36,49,16,12,8,16,32,65,65,12,28,32,0,32
2019,2,22,13,41,20,102,20,0,32,8,4,4,12,12,12,69,69,49,16,24,8,0,8
2019,2,22,14,82,4,16,0,8,28,20,0,32,12,4,16,45,164,28,4,41,4,0,12
2019,2,22,15,12,8,28,12,8,24,8,8,12,16,12,20,176,155,90,8,16,28,8,28
2019,2,22,16,4,24,45,20,8,32,4,24,20,36,20,32,69,143,20,8,57,36,0,4
2019,2,22,17,0,8,86,16,16,16,12,49,36,36,16,12,20,73,24,0,82,12,0,12
2019,2,22,18,8,16,41,24,32,53,20,36,12,12,65,12,4,16,16,12,20,4,0,4
2019,2,22,19,32,0,49,98,24,20,69,90,8,61,28,4,12,28,8,0,16,8,16,8
2019,2,22,20,16,8,49,106,8,53,106,143,0,32,32,4,4,16,16,12,8,0,0,69
2019,2,22,21,8,0,135,118,4,24,94,61,16,16,49,0,4,16,16,4,24,4,0,8
2019,2,22,22,8,4,164,57,0,12,57,98,0,36,45,4,0,4,24,12,8,0,0,20
2019,2,22,23,16,12,131,24,4,12,49,135,0,8,73,0,8,12,41,4,4,0,0,12
2019,2,22,24,16,0,311,36,4,28,28,159,16,28,90,12,0,94,49,4,20,45,0,32
2019,2,23,1,28,16,299,20,8,16,28,122,8,32,24,36,20,122,36,4,49,4,0,28
2019,2,23,2,8,20,381,16,8,4,4,135,16,65,49,32,20,135,16,12,82,24,28,41
2019,2,23,3,12,4,746,36,36,16,8,110,16,114,12,86,32,168,192,16,69,20,4,41
2019,2,23,4,28,4,676,36,12,16,36,77,12,41,20,90,57,270,270,12,57,28,0,12
2019,2,23,5,24,28,553,36,8,20,4,90,4,53,32,61,49,131,155,0,82,49,0,28
2019,2,23,6,49,28,368,36,8,32,4,65,0,53,45,127,82,118,213,8,143,32,0,24
