年,月,日,時,笠間市役所,宇都宮市中央生涯学習センター,栃木県林業センター,日光特別地域気象観測所,群馬県衛生環境研究所,群馬県林木育種場,さいたま市役所,飯能市役所,寄居町役場,東邦大学,千葉県環境研究センター,千葉県森林研究センター,君津市糠田測定局,東京都多摩小平保健所,独立行政法人森林総研多摩森林科学園,神奈川県庁分庁舎,川崎生命科学・環境研究センター,神奈川県自然環境保全センター
2015,2,12,15,4,8,28,0,106,16,28,8,0,16,20,8,16,16,8,53,53,24
2015,2,12,16,4,4,12,4,122,16,16,8,0,0,36,12,8,12,16,86,28,73
2015,2,12,17,12,0,8,8,24,4,0,0,0,28,53,32,4,8,8,69,24,98
2015,2,12,18,8,4,16,20,98,4,12,8,20,45,77,8,8,16,12,57,53,65
2015,2,12,19,8,4,4,4,77,20,28,4,0,8,41,0,4,36,0,61,24,45
2015,2,12,20,12,53,12,4,41,8,8,4,8,16,16,4,12,32,0,36,28,45
2015,2,12,21,4,4,16,0,41,0,8,8,8,12,8,4,0,32,0,32,49,28
2015,2,12,22,0,0,4,0,28,0,0,4,8,8,4,0,0,24,4,32,28,57
2015,2,12,23,0,0,0,0,12,8,16,8,4,20,0,28,4,20,12,36,16,65
2015,2,12,24,8,4,0,0,12,4,4,4,0,32,16,8,4,20,0,32,53,20
2015,2,13,1,8,4,0,8,45,0,16,8,0,12,16,20,0,32,0,28,16,12
2015,2,13,2,20,0,0,0,12,0,4,4,8,4,4,4,0,20,0,12,8,8
2015,2,13,3,8,0,0,0,8,0,28,4,0,0,12,0,8,16,4,4,24,4
2015,2,13,4,24,0,0,28,4,4,4,0,4,12,0,0,0,4,4,0,8,0
2015,2,13,5,12,0,4,217,4,4,8,0,4,0,4,0,4,24,0,8,8,0
2015,2,13,6,4,0,0,118,28,0,12,0,12,4,0,0,0,12,0,4,4,8
2015,2,13,7,8,0,4,16,36,0,8,0,0,16,0,0,0,16,0,16,12,20
2015,2,13,8,8,4,4,4,16,0,4,20,0,0,4,24,0,8,0,8,32,24
2015,2,13,9,20,12,4,8,8,0,4,20,8,0,12,28,28,16,0,4,12,16
2015,2,13,10,8,12,8,16,32,0,8,16,4,4,12,28,8,8,8,69,57,16
2015,2,13,11,4,12,0,0,49,4,12,24,4,4,4,36,4,12,4,24,16,0
2015,2,13,12,4,4,4,94,82,0,8,24,8,0,28,24,12,16,4,57,24,12
2015,2,13,13,0,8,0,24,41,8,12,0,0,4,12,24,8,0,0,32,16,32
2015,2,13,14,4,12,8,4,86,4,32,4,20,4,0,32,0,12,12,53,32,8
2015,2,13,15,16,0,20,24,147,4,12,49,4,4,12,32,45,4,16,49,41,61
2015,2,13,16,8,4,8,4,65,4,16,32,0,0,24,24,36,24,28,504,77,77
2015,2,13,17,28,8,4,147,151,0,4,20,4,12,12,49,4,16,12,65,86,65
2015,2,13,18,20,8,8,385,106,4,4,16,4,16,41,49,28,24,16,28,118,53
2015,2,13,19,16,8,12,1430,8,24,16,8,0,4,28,32,24,8,28,49,204,65
2015,2,13,20,36,0,4,2468,4,0,4,8,8,0,8,20,24,4,8,41,41,102
2015,2,13,21,4,0,0,-9998,4,4,0,0,4,0,12,41,8,0,4,53,12,36
2015,2,13,22,0,4,0,852,0,4,0,0,0,0,4,45,4,0,4,4,16,12
2015,2,13,23,8,0,0,680,0,4,0,0,0,0,0,12,0,4,4,8,4,8
2015,2,13,24,8,4,4,1070,0,0,4,8,0,0,4,12,0,0,4,4,12,4
2015,2,14,1,0,4,12,860,0,0,0,0,0,0,4,16,0,16,0,4,16,4
2015,2,14,2,0,0,4,-9998,4,8,4,0,0,0,0,16,4,8,0,20,8,4
2015,2,14,3,0,4,0,893,4,4,0,4,4,0,0,4,0,4,4,28,8,16
2015,2,14,4,0,0,0,754,8,4,0,0,0,4,8,4,0,4,0,12,4,4
2015,2,14,5,4,0,0,-9998,8,32,4,4,4,8,12,4,4,8,8,36,16,8
2015,2,14,6,12,8,8,-9998,24,41,0,0,0,0,8,8,4,8,4,24,8,12
2015,2,14,7,8,4,0,692,0,16,0,4,0,0,4,8,8,8,16,20,16,4
2015,2,14,8,12,8,16,1402,12,192,8,4,4,8,4,12,12,8,4,20,8,16
2015,2,14,9,16,0,8,344,16,65,0,4,4,0,4,12,12,4,8,36,8,20
2015,2,14,10,8,4,12,307,0,12,0,4,12,4,8,53,0,8,0,32,16,12
2015,2,14,11,0,0,4,118,41,12,12,12,4,8,8,57,0,0,0,65,36,4
2015,2,14,12,4,16,4,8,24,24,0,20,0,8,16,61,8,8,0,86,12,0
2015,2,14,13,8,12,8,110,53,0,4,0,20,4,12,41,0,12,4,57,32,0
2015,2,14,14,4,8,4,168,57,4,12,20,4,4,8,20,4,12,8,24,28,4
2015,2,14,15,8,12,12,328,28,4,12,4,4,8,24,36,8,0,16,36,36,12
2015,2,14,16,8,4,0,102,8,4,8,4,4,0,8,77,0,0,0,28,8,0
2015,2,14,17,12,16,4,102,4,0,4,12,8,8,16,65,4,0,8,82,16,8
2015,2,14,18,20,0,4,176,16,0,4,4,16,12,28,32,41,20,4,36,12,8
2015,2,14,19,8,8,4,578,4,0,16,4,8,20,28,36,12,8,0,16,16,8
2015,2,14,20,0,4,8,-9998,4,0,4,0,8,28,28,41,4,8,0,49,20,16
2015,2,14,21,8,4,4,799,4,4,0,4,0,8,28,12,16,20,0,20,24,12
2015,2,14,22,8,4,4,-9998,16,0,8,4,0,4,16,4,16,20,0,41,12,4
2015,2,14,23,12,0,8,-9998,0,4,4,0,0,4,16,8,4,12,8,20,28,8
2015,2,14,24,0,0,0,-9998,8,4,0,0,0,0,12,4,4,4,0,36,8,0
2015,2,15,1,0,4,0,-9998,0,20,8,4,4,0,12,4,8,8,8,49,16,8
2015,2,15,2,4,0,0,-9998,0,12,8,0,0,0,8,12,0,0,0,24,32,0
2015,2,15,3,0,0,4,574,4,12,4,0,0,0,4,8,0,4,4,12,8,4
2015,2,15,4,0,0,0,-9998,4,0,0,0,0,0,4,4,4,4,0,8,16,12
2015,2,15,5,4,0,0,159,0,0,0,0,0,0,4,4,0,8,4,24,20,4
2015,2,15,6,0,0,0,188,0,-9998,4,0,4,0,8,0,0,4,0,12,8,0
2015,2,15,7,4,0,0,344,0,-9998,4,0,0,0,12,0,0,4,0,4,8,0
2015,2,15,8,4,0,0,258,0,-9998,8,4,0,8,4,8,0,8,0,12,8,8
2015,2,15,9,12,0,0,221,0,32,12,4,4,8,0,8,16,4,8,12,16,4
2015,2,15,10,0,4,4,94,8,24,8,,0,0,4,12,0,16,0,8,16,4
2015,2,15,11,32,4,4,184,12,8,0,8,0,0,12,12,8,0,8,12,16,0
2015,2,15,12,4,8,0,221,4,0,4,61,4,0,12,53,8,4,0,36,32,16
2015,2,15,13,4,0,0,287,24,4,12,12,8,28,16,545,0,8,8,65,24,16
2015,2,15,14,24,0,0,225,45,4,20,32,12,4,8,463,8,8,12,57,65,4
2015,2,15,15,32,20,20,373,82,8,8,20,8,8,61,504,12,4,0,155,110,4
2015,2,15,16,16,53,4,615,241,0,36,36,12,4,36,307,4,28,0,299,200,28
2015,2,15,17,24,12,4,1287,131,16,73,32,12,24,41,565,8,24,24,254,204,65
2015,2,15,18,20,0,0,791,159,49,36,32,28,16,86,311,24,49,36,213,311,106
2015,2,15,19,24,36,45,82,36,16,24,32,16,8,36,200,32,41,32,467,192,73
2015,2,15,20,24,36,4,36,53,-9998,12,16,16,12,12,49,16,36,16,229,159,110
2015,2,15,21,41,24,28,20,12,4,0,12,0,4,8,69,8,12,16,45,217,204
2015,2,15,22,41,12,16,4,8,4,12,4,0,12,0,86,8,24,12,36,135,69
2015,2,15,23,12,12,0,4,16,4,0,4,0,0,24,41,4,0,8,20,36,45
2015,2,15,24,20,12,0,0,49,0,0,4,0,8,4,57,0,4,4,16,20,12
2015,2,16,1,20,4,20,0,20,0,8,0,0,4,4,73,32,8,4,16,20,69
2015,2,16,2,12,4,0,0,4,0,8,4,0,4,4,45,8,12,4,12,8,28
2015,2,16,3,4,8,0,0,0,0,0,4,8,4,0,32,16,0,0,8,4,12
2015,2,16,4,8,8,0,8,0,0,0,4,0,0,8,16,16,4,0,12,4,16
2015,2,16,5,24,8,20,0,4,0,4,8,0,8,4,20,0,4,0,4,8,24
2015,2,16,6,12,4,0,0,4,0,4,4,0,8,8,24,0,8,0,36,20,41
2015,2,16,7,16,4,4,0,0,4,12,4,0,12,0,12,8,0,4,32,28,73
2015,2,16,8,24,4,4,0,4,0,8,8,4,0,16,24,32,12,4,32,4,65
2015,2,16,9,16,8,12,4,8,0,8,12,4,12,0,65,32,0,12,36,12,36
2015,2,16,10,4,4,4,0,4,0,4,16,4,0,0,65,28,20,20,41,20,12
2015,2,16,11,12,0,12,0,4,4,4,16,0,4,8,57,20,16,24,143,61,20
2015,2,16,12,8,8,8,0,16,0,20,0,12,8,24,69,16,28,12,118,36,28
2015,2,16,13,8,16,8,0,20,4,8,12,4,12,24,45,8,4,12,57,24,16
2015,2,16,14,36,12,0,0,20,0,0,8,4,4,20,49,8,4,8,49,36,20
2015,2,16,15,12,12,16,4,8,0,4,8,8,8,12,233,4,12,4,57,69,16
2015,2,16,16,8,0,8,0,28,0,0,16,24,24,28,65,24,4,12,69,36,28
2015,2,16,17,45,12,12,16,20,4,0,8,12,20,24,41,36,20,24,45,41,36
2015,2,16,18,20,4,8,4,24,4,12,24,8,8,28,20,28,45,12,98,57,24
2015,2,16,19,4,4,8,0,12,4,32,4,4,12,57,45,32,32,4,77,45,36
2015,2,16,20,12,8,12,4,4,4,45,12,0,8,32,32,12,20,4,69,57,20
2015,2,16,21,12,8,8,0,16,0,24,12,8,12,28,8,16,16,0,49,45,69
2015,2,16,22,4,8,0,0,24,0,20,0,4,8,24,12,77,24,0,41,12,176
2015,2,16,23,12,0,0,0,41,0,4,4,4,4,24,16,36,8,8,24,4,200
2015,2,16,24,4,8,0,0,90,0,8,0,4,8,0,8,36,16,4,16,8,151
2015,2,17,1,4,4,0,0,36,8,8,0,4,0,4,8,28,8,0,53,12,32
2015,2,17,2,4,0,0,0,12,8,0,4,8,0,0,0,16,0,16,20,0,28
2015,2,17,3,4,4,0,0,4,0,4,8,12,0,0,0,0,4,0,16,4,20
2015,2,17,4,0,8,0,8,4,8,0,0,0,0,4,0,4,4,4,20,8,4
2015,2,17,5,4,4,8,0,8,16,0,0,4,0,4,0,8,4,0,8,0,20
2015,2,17,6,0,0,0,0,16,4,0,0,8,0,0,4,8,4,0,0,4,16
2015,2,17,7,4,4,0,12,12,8,0,8,8,4,4,0,4,0,20,8,8,36
2015,2,17,8,28,0,16,8,28,4,4,0,61,8,12,0,4,4,0,8,8,24
2015,2,17,9,36,12,4,4,57,28,36,8,106,36,12,45,16,36,-9998,20,28,49
2015,2,17,10,4,12,0,0,12,61,0,-9998,0,-9998,4,36,4,0,0,8,0,8
2015,2,17,11,16,4,0,8,8,4,8,0,8,0,0,16,24,0,0,4,8,16
2015,2,17,12,12,16,0,0,32,0,0,0,4,0,12,12,12,8,0,4,12,16
2015,2,17,13,32,4,4,4,36,0,8,0,8,4,8,8,0,16,0,0,8,4
2015,2,17,14,12,4,4,0,16,12,0,4,8,4,4,8,0,4,8,12,8,0
2015,2,17,15,20,0,8,8,20,8,8,0,0,0,0,4,0,16,32,0,8,4
2015,2,17,16,0,0,0,16,12,12,4,4,4,0,0,0,0,12,4,0,0,0
2015,2,17,17,4,0,0,4,8,8,0,8,12,0,0,0,0,0,4,0,4,0
2015,2,17,18,0,4,4,12,16,16,0,8,0,0,0,8,4,4,0,4,0,0
2015,2,17,19,0,0,4,-9998,4,28,0,8,0,0,0,4,0,0,0,0,4,0
2015,2,17,20,0,-9998,0,4,16,12,4,-9998,4,0,0,4,0,-9998,-9998,0,0,-9998
2015,2,17,21,0,0,0,16,12,4,-9998,4,0,0,0,0,0,-9998,-9998,4,0,-9998
2015,2,17,22,0,-9998,0,8,8,8,-9998,0,0,0,0,0,0,-9998,4,0,0,0
2015,2,17,23,-9998,0,0,4,12,0,-9998,-9998,0,0,0,0,0,-9998,-9998,0,0,0
2015,2,17,24,0,-9998,-9998,4,0,4,-9998,-9998,-9998,0,0,0,0,-9998,-9998,0,0,0
2015,2,18,1,0,-9998,0,-9998,0,4,-9998,-9998,0,-9998,0,0,0,0,0,0,0,0
2015,2,18,2,-9998,0,-9998,-9998,4,0,0,-9998,-9998,-9998,0,0,-9998,0,-9998,0,0,-9998
2015,2,18,3,-9998,0,0,8,4,0,-9998,0,-9998,-9998,-9998,0,0,-9998,0,0,0,0
2015,2,18,4,-9998,-9998,-9998,-9998,0,0,0,0,0,0,-9998,0,0,0,0,0,0,0
2015,2,18,5,-9998,-9998,-9998,16,0,0,0,4,0,0,-9998,0,0,0,0,0,0,0
2015,2,18,6,0,-9998,-9998,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2015,2,18,7,-9998,-9998,-9998,8,0,0,-9998,0,0,0,0,0,0,-9998,0,0,0,0
2015,2,18,8,0,-9998,-9998,-9998,0,0,0,0,4,0,0,0,4,0,0,0,4,8
2015,2,18,9,-9998,-9998,-9998,-9998,16,0,0,0,-9998,0,0,0,0,0,0,0,0,4
2015,2,18,10,-9998,0,-9998,-9998,4,0,0,0,0,0,0,0,0,0,0,0,4,4
2015,2,18,11,-9998,-9998,0,-9998,28,0,0,0,0,0,4,8,0,0,4,0,4,8
2015,2,18,12,-9998,0,,-9998,8,0,0,0,0,0,0,0,0,0,0,0,4,0
2015,2,18,13,-9998,0,-9998,-9998,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2015,2,18,14,-9998,0,,-9998,0,0,0,0,0,0,8,0,0,0,0,0,0,4
2015,2,18,15,-9998,0,,-9998,0,0,0,0,0,0,0,4,0,0,0,4,0,0
2015,2,18,16,-9998,0,-9998,16,0,0,0,0,0,0,4,0,0,8,0,0,0,0
2015,2,18,17,0,0,0,16,0,4,0,0,0,0,0,0,0,0,0,0,4,0
2015,2,18,18,0,0,0,4,12,0,0,0,8,0,0,0,0,4,0,0,0,0
2015,2,18,19,0,0,0,4,0,0,0,0,0,0,0,-9998,0,4,0,0,0,0
2015,2,18,20,-9998,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8
2015,2,18,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,4
2015,2,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2015,2,18,23,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,4,4,4
2015,2,18,24,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
2015,2,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2015,2,19,2,0,0,0,0,16,0,0,0,4,0,0,0,0,0,0,0,0,0
2015,2,19,3,0,0,0,0,28,0,0,4,0,0,0,0,0,0,0,0,0,0
2015,2,19,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0
2015,2,19,5,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,19,6,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2015,2,19,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0
2015,2,19,8,0,0,0,0,4,0,0,0,0,0,8,8,0,0,0,0,4,0
2015,2,19,9,0,0,0,0,8,4,0,4,0,4,4,8,0,8,0,0,4,4
2015,2,19,10,8,8,8,0,0,4,4,4,0,4,8,16,8,4,0,12,20,8
2015,2,19,11,0,0,0,0,4,4,4,16,0,0,0,12,24,4,16,49,12,4
2015,2,19,12,0,4,8,0,4,0,4,12,4,4,0,8,8,8,0,12,12,20
2015,2,19,13,4,4,,12,16,0,0,0,0,4,0,12,16,12,12,20,8,20
2015,2,19,14,8,8,,0,20,0,0,0,8,0,8,12,4,8,0,20,12,49
2015,2,19,15,8,0,4,4,4,4,4,16,8,0,8,16,28,4,4,4,12,45
2015,2,19,16,4,0,0,4,0,4,8,0,12,4,8,8,8,4,4,20,4,98
2015,2,19,17,4,0,4,4,12,4,8,0,4,0,20,20,4,8,0,41,12,61
2015,2,19,18,28,4,4,8,4,0,4,4,12,0,4,4,8,8,16,36,4,41
2015,2,19,19,16,8,0,4,4,0,8,8,0,0,4,0,24,4,4,16,8,94
2015,2,19,20,8,4,8,0,4,0,8,12,0,0,4,0,36,0,0,12,4,94
2015,2,19,21,4,4,0,8,12,0,0,16,0,0,0,0,8,0,0,16,0,24
2015,2,19,22,0,12,8,4,4,0,0,0,0,0,4,0,4,4,8,0,4,8
2015,2,19,23,0,0,4,0,0,0,4,0,0,0,4,4,8,4,0,8,4,16
2015,2,19,24,4,0,0,4,0,0,0,4,0,0,4,4,0,0,0,0,0,4
2015,2,20,1,0,4,4,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0
2015,2,20,2,8,0,0,8,4,0,4,0,0,0,0,4,0,4,0,4,0,8
2015,2,20,3,0,4,0,0,0,0,0,0,12,4,0,0,0,12,0,0,0,0
2015,2,20,4,0,0,0,8,0,4,0,4,8,0,0,0,0,0,0,0,0,0
2015,2,20,5,0,0,0,20,0,0,0,0,8,8,0,0,0,0,0,0,0,0
2015,2,20,6,0,0,0,12,4,0,4,0,0,0,0,4,0,4,0,0,4,0
2015,2,20,7,0,0,4,41,4,-9998,0,4,0,0,0,4,0,0,0,0,0,0
2015,2,20,8,0,0,4,20,0,4,0,4,0,8,4,8,0,4,4,4,0,12
2015,2,20,9,4,16,4,4,4,0,4,8,8,0,8,12,16,8,28,8,16,24
2015,2,20,10,8,12,4,0,8,0,0,49,0,0,8,16,12,12,8,41,12,82
2015,2,20,11,0,0,4,0,4,0,8,32,4,0,4,4,41,4,4,8,12,135
2015,2,20,12,12,0,0,0,12,0,4,28,0,4,24,8,28,4,8,24,8,32
2015,2,20,13,4,4,4,0,4,0,8,28,4,0,16,8,8,4,12,32,24,122
2015,2,20,14,20,8,0,0,12,0,4,20,8,8,8,4,12,4,16,12,12,32
2015,2,20,15,4,4,0,12,41,0,8,24,4,0,0,4,24,4,16,20,16,135
2015,2,20,16,4,0,0,0,8,0,16,16,0,0,32,12,20,0,8,8,8,98
2015,2,20,17,4,4,4,0,4,0,12,36,4,8,49,16,36,8,24,16,4,172
2015,2,20,18,12,0,4,4,16,0,16,12,0,0,4,4,28,12,41,28,12,196
2015,2,20,19,12,8,0,0,12,0,12,12,4,0,0,4,32,24,4,36,0,233
2015,2,20,20,0,0,4,0,0,0,4,12,0,16,8,8,20,8,8,12,4,217
2015,2,20,21,0,4,0,0,4,0,4,16,4,12,8,4,12,8,4,16,24,188
2015,2,20,22,4,0,0,0,4,4,0,24,4,4,0,0,20,12,4,12,16,69
2015,2,20,23,4,4,0,0,0,0,4,24,4,4,4,0,8,12,4,12,4,61
2015,2,20,24,0,0,0,4,0,0,0,4,0,0,0,0,0,8,0,8,0,57
2015,2,21,1,0,8,0,4,0,0,4,0,0,0,4,4,0,0,0,0,4,82
2015,2,21,2,0,4,4,0,16,0,0,0,4,4,4,8,8,0,4,8,8,45
2015,2,21,3,0,4,0,0,0,12,4,8,0,0,0,0,0,4,0,8,0,20
2015,2,21,4,0,0,0,0,4,0,0,4,4,0,0,0,0,4,0,0,0,24
2015,2,21,5,0,4,12,0,16,0,0,0,0,0,0,0,0,4,0,4,8,20
2015,2,21,6,8,4,0,0,69,0,0,8,20,0,0,0,0,0,0,12,0,4
2015,2,21,7,0,4,0,0,0,4,4,0,0,0,0,0,0,4,0,4,8,12
2015,2,21,8,0,0,0,0,16,0,4,0,0,0,0,4,0,12,8,4,0,28
2015,2,21,9,4,0,28,0,45,4,0,12,4,0,0,4,69,8,4,4,0,86
2015,2,21,10,0,4,4,16,20,4,8,4,0,8,12,12,24,0,0,61,0,57
2015,2,21,11,0,0,4,0,24,8,4,0,8,0,20,12,77,8,4,0,8,20
2015,2,21,12,8,8,0,0,28,0,4,4,8,0,16,8,41,4,0,8,4,12
2015,2,21,13,12,4,8,0,155,4,4,0,4,12,28,8,53,4,4,20,0,168
2015,2,21,14,12,4,8,0,16,0,4,4,4,16,20,8,49,0,12,139,24,135
2015,2,21,15,20,4,0,4,12,0,8,4,4,20,36,8,32,0,8,106,41,53
2015,2,21,16,20,0,8,0,147,0,0,4,0,12,12,4,36,4,4,73,36,53
2015,2,21,17,32,0,12,4,24,4,0,8,0,8,20,8,16,12,36,110,45,53
2015,2,21,18,12,0,8,16,45,12,4,12,4,0,24,0,12,16,20,102,16,24
2015,2,21,19,4,4,16,12,110,12,8,20,20,8,4,4,28,4,12,57,24,127
2015,2,21,20,0,0,4,16,241,12,4,32,12,0,8,4,8,4,8,53,20,168
2015,2,21,21,0,8,4,0,65,8,4,20,65,8,4,4,16,0,45,41,12,192
2015,2,21,22,4,8,16,12,61,4,0,32,65,8,8,8,28,4,61,32,4,122
2015,2,21,23,4,12,8,0,36,12,8,32,41,4,0,4,24,4,20,45,0,110
2015,2,21,24,8,20,16,0,77,32,0,36,69,0,0,4,12,8,16,12,4,77
2015,2,22,1,16,28,32,0,82,8,0,41,94,0,8,4,0,16,20,4,4,65
2015,2,22,2,8,41,20,0,82,8,0,28,28,8,12,4,8,4,41,8,4,73
2015,2,22,3,20,61,41,4,94,4,4,49,12,0,4,0,8,12,45,12,4,41
2015,2,22,4,20,24,49,0,53,4,12,45,20,8,8,4,8,12,36,4,16,32
2015,2,22,5,16,69,28,0,57,4,0,28,20,0,4,0,16,28,28,0,4,16
2015,2,22,6,45,61,32,0,73,4,0,28,20,0,8,0,8,12,45,4,8,8
2015,2,22,7,45,36,41,0,53,0,4,0,16,0,0,0,4,16,8,0,4,0
2015,2,22,8,28,41,32,0,36,0,4,4,4,0,0,0,4,0,16,8,0,0
2015,2,22,9,12,16,8,0,12,4,0,4,16,4,0,4,0,4,4,0,0,16
2015,2,22,10,12,135,0,0,24,12,0,8,20,4,0,12,0,0,4,0,8,4
2015,2,22,11,12,176,8,0,82,4,8,4,4,0,4,0,4,0,0,0,4,4
2015,2,22,12,4,114,0,0,53,24,4,4,4,0,0,0,0,4,4,0,16,20
2015,2,22,13,0,0,0,0,848,4,4,4,8,4,4,0,0,0,4,77,4,4
2015,2,22,14,0,0,4,0,24,4,8,8,8,0,0,0,4,8,12,32,12,0
2015,2,22,15,8,0,0,0,24,12,0,0,4,0,4,0,0,4,12,20,4,0
2015,2,22,16,0,0,0,0,0,16,4,0,4,16,8,0,0,4,4,61,4,0
2015,2,22,17,4,0,0,0,0,12,4,0,12,4,8,4,4,8,4,20,16,4
2015,2,22,18,4,0,4,0,0,4,0,8,0,8,4,4,16,8,4,0,4,0
2015,2,22,19,8,4,4,0,4,0,0,0,0,4,16,0,4,4,0,16,8,8
2015,2,22,20,12,0,0,8,36,4,0,0,4,4,28,0,24,0,4,16,12,0
2015,2,22,21,4,0,4,0,8,0,0,4,4,0,8,0,24,4,0,0,16,0
2015,2,22,22,0,0,0,0,8,0,4,0,0,12,20,0,4,4,8,20,20,0
2015,2,22,23,8,0,0,0,0,4,4,8,0,0,20,0,61,4,16,0,8,0
2015,2,22,24,4,0,0,0,28,0,0,4,4,0,77,0,122,0,0,0,0,0
2015,2,23,1,0,0,4,0,12,0,0,8,8,4,41,24,98,0,0,0,0,0
2015,2,23,2,0,0,0,0,4,0,0,0,12,0,24,28,0,0,0,0,4,0
2015,2,23,3,0,0,0,0,12,0,0,8,12,0,8,28,0,4,0,0,0,0
2015,2,23,4,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0
2015,2,23,5,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0
2015,2,23,6,0,4,0,0,0,0,4,8,4,0,0,0,4,0,0,0,4,0
2015,2,23,7,0,0,0,0,0,0,4,0,0,16,0,0,0,4,0,0,0,0
2015,2,23,8,0,0,0,0,4,0,0,0,4,4,16,0,8,8,4,0,4,0
2015,2,23,9,0,0,0,0,8,0,4,4,4,0,4,41,53,0,4,8,12,4
2015,2,23,10,4,0,0,0,36,0,4,4,12,0,0,172,180,12,4,28,28,16
2015,2,23,11,4,0,4,0,49,8,8,4,41,0,4,643,627,16,0,65,41,53
2015,2,23,12,0,12,0,4,16,0,0,8,12,8,12,869,250,8,20,168,36,631
2015,2,23,13,0,12,0,0,20,0,20,12,12,24,12,906,147,12,32,295,90,758
2015,2,23,14,4,24,8,0,16,0,16,24,0,20,57,151,114,12,32,442,143,336
2015,2,23,15,4,4,4,0,32,4,20,28,12,16,106,65,102,16,57,483,82,332
2015,2,23,16,4,4,12,0,36,0,8,49,20,20,114,49,110,65,69,393,127,873
2015,2,23,17,8,20,4,0,69,0,8,4,4,0,217,53,172,12,36,471,151,545
2015,2,23,18,0,28,0,0,49,0,0,8,20,12,143,118,278,4,8,86,94,574
2015,2,23,19,8,0,4,0,24,0,0,0,20,8,114,16,127,0,20,77,32,143
2015,2,23,20,0,0,8,4,8,4,0,4,20,0,57,0,118,0,0,8,12,24
2015,2,23,21,0,4,4,0,4,0,0,4,41,4,8,0,213,0,0,28,4,24
2015,2,23,22,0,16,8,0,20,4,0,0,12,0,12,0,98,0,8,28,4,4
2015,2,23,23,0,4,4,0,24,4,4,4,90,0,24,0,69,0,12,20,4,28
2015,2,23,24,0,0,0,0,36,4,0,4,110,4,0,0,69,0,12,24,4,36
2015,2,24,1,0,4,0,0,24,4,4,0,114,0,4,0,41,4,28,16,8,69
2015,2,24,2,0,0,0,0,4,0,0,8,16,0,0,0,32,0,24,0,4,102
2015,2,24,3,0,8,0,4,8,0,0,4,28,0,0,0,0,0,12,4,0,65
2015,2,24,4,0,0,0,0,4,0,4,4,16,0,0,0,20,8,28,12,0,94
2015,2,24,5,0,0,0,0,4,0,4,4,8,0,0,0,12,12,8,12,8,49
2015,2,24,6,4,0,0,0,12,0,0,4,12,0,4,0,8,8,8,8,8,86
2015,2,24,7,0,0,0,0,8,0,0,16,4,4,0,0,65,8,0,4,4,135
2015,2,24,8,0,4,8,16,16,0,0,32,73,4,8,8,168,0,12,0,8,98
2015,2,24,9,0,4,0,4,24,4,0,4,49,4,4,0,122,0,24,8,4,254
2015,2,24,10,8,8,0,4,32,0,4,4,45,0,8,4,270,12,45,28,20,631
2015,2,24,11,12,8,8,0,32,0,4,32,36,0,135,32,664,45,69,41,20,512
2015,2,24,12,0,8,16,4,28,4,4,57,57,0,582,110,709,86,49,53,16,1098
2015,2,24,13,16,49,28,4,204,0,4,110,24,32,574,172,561,12,45,278,139,807
2015,2,24,14,49,28,12,12,24,4,16,53,41,270,422,147,787,12,118,1516,274,303
2015,2,24,15,32,32,28,8,20,0,16,24,24,274,270,73,262,45,147,1389,311,446
2015,2,24,16,28,41,49,16,28,8,12,32,8,77,61,106,69,49,106,1045,282,356
2015,2,24,17,49,20,16,16,36,0,41,77,12,28,127,65,41,41,61,291,151,1176
2015,2,24,18,127,8,8,12,65,4,69,82,0,41,118,86,28,69,127,114,356,1619
2015,2,24,19,102,41,4,16,118,0,45,356,73,24,53,73,98,200,237,266,86,897
2015,2,24,20,16,57,0,49,32,0,32,483,106,8,61,57,114,459,151,82,57,647
2015,2,24,21,49,4,12,12,28,12,12,463,176,20,24,16,53,102,184,73,28,356
2015,2,24,22,98,12,0,20,24,4,8,196,479,4,16,0,28,32,381,65,53,516
2015,2,24,23,90,12,4,12,20,8,45,250,209,20,45,4,12,131,225,86,53,360
2015,2,24,24,122,49,4,4,12,16,32,368,332,4,12,0,32,188,282,176,53,1160
2015,2,25,1,65,8,0,8,73,8,0,434,41,4,16,16,8,110,549,90,32,1037
2015,2,25,2,102,8,0,0,82,12,8,262,61,12,12,45,4,41,282,90,24,701
2015,2,25,3,110,12,4,0,12,0,8,106,102,8,32,114,24,24,229,90,41,450
